full_name,city,engine_capacity,insurance,transmission_type,categoria_marca,kms_driven,ano,marca,modelo,mileage,seats,engine_capacity,body_type,fuel_type,kms_driven,max_power,owner_type,resale_price_Lakh
2021 Hyundai Grand i10 Nios AMT Sportz,Bangalore,1197.0,Third Party,Automatic,baixa,20000.0,2021.0,Hyundai,Grand i10 Nios AMT Sportz,28.4,5.0,1197.0,Hatchback,Petrol,20000.0,81.8,First Owner,7.25
2010 Maruti Swift Dzire ZXi,Kolkata,1298.0,Third Party,Manual,baixa,74000.0,2010.0,Maruti,Swift Dzire ZXi,20.77,5.0,1298.0,Sedan,Petrol,74000.0,85.8,First Owner,2.35
2018 Hyundai Verna VTVT 1.6 AT SX Option,Pune,1591.0,Third Party,Automatic,baixa,50000.0,2018.0,Hyundai,Verna VTVT 1.6 AT SX Option,21.21,5.0,1591.0,Sedan,Petrol,50000.0,121.3,First Owner,10.5
2017 Nissan Terrano XL,Hyderabad,1598.0,Third Party,Manual,baixa,46000.0,2017.0,Nissan,Terrano XL,22.38,5.0,1598.0,SUV,Petrol,46000.0,102.5,First Owner,7.75
2011 Hyundai i20 1.2 Magna Opt,Delhi,1197.0,Third Party,Manual,baixa,72874.0,2011.0,Hyundai,i20 1.2 Magna Opt,22.05,5.0,1197.0,Hatchback,Petrol,72874.0,78.91,First Owner,2.44
2016 Ford Ecosport 1.5 Diesel Titanium Plus,Delhi,1498.0,Comprehensive,Manual,baixa,48000.0,2016.0,Ford,Ecosport 1.5 Diesel Titanium Plus,22.54,5.0,1498.0,SUV,Diesel,48000.0,98.9,First Owner,5.5
2018 Tata Nexon 1.5 Revotorq XZA Plus,Hyderabad,1497.0,Third Party,Automatic,baixa,40000.0,2018.0,Tata,Nexon 1.5 Revotorq XZA Plus,22.38,5.0,1497.0,SUV,Diesel,40000.0,108.5,First Owner,12.0
2010 Volkswagen Polo IPL II 1.6 Petrol Highline,Delhi,1598.0,Third Party,Manual,baixa,60000.0,2010.0,Volkswagen,Polo IPL II 1.6 Petrol Highline,16.9,5.0,1598.0,Hatchback,Petrol,60000.0,103.5,Second Owner,1.6
2020 Hyundai Grand i10 Nios Sportz,Hyderabad,1197.0,Zero Dep,Manual,baixa,40051.0,2020.0,Hyundai,Grand i10 Nios Sportz,26.0,5.0,1197.0,Hatchback,Petrol,40051.0,81.8,Second Owner,6.45
2019 Jeep Compass 2.0 Sport Plus BSIV,Jaipur,1956.0,Comprehensive,Manual,baixa,9106.0,2019.0,Jeep,Compass 2.0 Sport Plus BSIV,16.1,5.0,1956.0,SUV,Diesel,9106.0,170.0,First Owner,18.9
2017 Hyundai EON Era Plus Option,Bangalore,814.0,Comprehensive,Manual,baixa,19949.0,2017.0,Hyundai,EON Era Plus Option,14.82,5.0,814.0,Hatchback,Petrol,19949.0,55.2,First Owner,3.98
2019 Maruti Swift Dzire AMT ZDI Plus,Delhi,1248.0,Third Party,Automatic,baixa,44933.0,2019.0,Maruti,Swift Dzire AMT ZDI Plus,26.6,5.0,1248.0,Sedan,Diesel,44933.0,74.0,Third Owner,7.49
2012 Maruti Ertiga ZDI,Jaipur,1248.0,Third Party,Manual,baixa,70000.0,2012.0,Maruti,Ertiga ZDI,20.0,7.0,1248.0,MUV,Diesel,70000.0,88.8,Third Owner,4.5
2015 Maruti Swift VXI,Mumbai,1197.0,Third Party,Manual,baixa,50000.0,2015.0,Maruti,Swift VXI,12.99,5.0,1197.0,Hatchback,Petrol,50000.0,81.8,Second Owner,4.5
2016 Maruti Swift VXI,Hyderabad,1197.0,Third Party,Manual,baixa,63313.0,2016.0,Maruti,Swift VXI,21.1,5.0,1197.0,Hatchback,Petrol,63313.0,88.5,First Owner,5.25
2015 Maruti Alto 800 LXI,Pune,796.0,Third Party,Manual,baixa,41247.0,2015.0,Maruti,Alto 800 LXI,18.9,5.0,796.0,Hatchback,Petrol,41247.0,47.3,First Owner,2.55
2018 Hyundai i20 1.4 Asta Dual Tone,Bangalore,1396.0,Third Party,Manual,baixa,36283.0,2018.0,Hyundai,i20 1.4 Asta Dual Tone,24.0,5.0,1396.0,Hatchback,Diesel,36283.0,88.7,First Owner,8.21
2012 Maruti Swift VXI,Hyderabad,1197.0,Third Party,Manual,baixa,66945.0,2012.0,Maruti,Swift VXI,21.72,5.0,1197.0,Hatchback,Petrol,66945.0,88.5,Second Owner,4.01
2015 Hyundai Xcent 1.2 Kappa AT SX Option,Bangalore,1197.0,Comprehensive,Automatic,baixa,77721.0,2015.0,Hyundai,Xcent 1.2 Kappa AT SX Option,17.52,5.0,1197.0,Sedan,Petrol,77721.0,82.0,First Owner,4.92
2011 Tata Nano Cx,Ahmedabad,624.0,Third Party,Manual,baixa,40000.0,2011.0,Tata,Nano Cx,18.41,4.0,624.0,Hatchback,Petrol,40000.0,35.0,Second Owner,0.3
2021 Tata Nexon EV Prime XZ Plus LUX,Mumbai,0.0,Third Party,Automatic,baixa,50000.0,2021.0,Tata,Nexon EV Prime XZ Plus LUX,18.9,5.0,0.0,SUV,Electric,50000.0,127.0,First Owner,12.0
2004 Maruti 800 AC,Jaipur,796.0,Third Party,Manual,baixa,80000.0,2004.0,Maruti,800 AC,17.0,4.0,796.0,Hatchback,Petrol,80000.0,37.0,First Owner,0.35
2022 MG Astor Sharp CVT BSVI,Mumbai,1498.0,Comprehensive,Automatic,baixa,23200.0,2022.0,MG,Astor Sharp CVT BSVI,21.4,5.0,1498.0,SUV,Petrol,23200.0,108.4,First Owner,15.75
2016 Maruti Wagon R LXI CNG,Pune,998.0,Third Party,Manual,baixa,80415.0,2016.0,Maruti,Wagon R LXI CNG,22.7,5.0,998.0,Hatchback,CNG,80415.0,58.1,First Owner,4.24
2021 Renault Triber RXE BSVI,Kolkata,999.0,Third Party,Manual,baixa,50000.0,2021.0,Renault,Triber RXE BSVI,21.1,7.0,999.0,MUV,Petrol,50000.0,71.0,First Owner,4.6
2013 Toyota Innova 2.5 VX (Diesel) 7 Seater BS IV,Bangalore,2494.0,Comprehensive,Manual,baixa,122000.0,2013.0,Toyota,Innova 2.5 VX (Diesel) 7 Seater BS IV,17.0,7.0,2494.0,MUV,Diesel,122000.0,100.6,First Owner,13.25
2018 Hyundai EON Era Plus,Ahmedabad,814.0,Zero Dep,Manual,baixa,63608.0,2018.0,Hyundai,EON Era Plus,13.0,5.0,814.0,Hatchback,Petrol,63608.0,55.2,First Owner,3.17
2017 Hyundai Grand i10 1.2 Kappa Sportz Option,Bangalore,1197.0,Third Party,Manual,baixa,65730.0,2017.0,Hyundai,Grand i10 1.2 Kappa Sportz Option,19.81,5.0,1197.0,Hatchback,Petrol,65730.0,81.8,Second Owner,5.29
2017 Hyundai Grand i10 1.2 CRDi Sportz Option,Agra,1186.0,Third Party,Manual,baixa,20000.0,2017.0,Hyundai,Grand i10 1.2 CRDi Sportz Option,24.39,5.0,1186.0,Hatchback,Diesel,20000.0,73.9,First Owner,4.8
2019 Skoda Rapid 1.5 TDI AT Ambition BSIV,Kolkata,1498.0,Zero Dep,Automatic,baixa,37243.0,2019.0,Skoda,Rapid 1.5 TDI AT Ambition BSIV,20.0,5.0,1498.0,Sedan,Diesel,37243.0,108.6,First Owner,8.38
2022 Hyundai Venue S,Mumbai,1197.0,Third Party,Manual,baixa,20000.0,2022.0,Hyundai,Venue S,16.77,5.0,1197.0,SUV,Petrol,20000.0,81.8,First Owner,8.38
2022 Volkswagen Taigun 1.0 TSI Topline AT BSVI,Chennai,999.0,Third Party,Automatic,baixa,13000.0,2022.0,Volkswagen,Taigun 1.0 TSI Topline AT BSVI,23.0,5.0,999.0,SUV,Petrol,13000.0,113.9,First Owner,15.99
2015 Hyundai Grand i10 AT Asta,Bangalore,1197.0,Comprehensive,Automatic,baixa,45463.0,2015.0,Hyundai,Grand i10 AT Asta,13.7,5.0,1197.0,Hatchback,Petrol,45463.0,82.0,First Owner,5.55
2019 Tata Nexon 1.2 Revotron XMA,Delhi,1198.0,Comprehensive,Automatic,baixa,42000.0,2019.0,Tata,Nexon 1.2 Revotron XMA,17.84,5.0,1198.0,SUV,Petrol,42000.0,108.5,First Owner,7.5
2019 Maruti Baleno 1.2 Delta,Kolkata,1197.0,Third Party,Manual,baixa,22343.0,2019.0,Maruti,Baleno 1.2 Delta,23.2,5.0,1197.0,Hatchback,Petrol,22343.0,83.1,First Owner,5.49
2014 Ford Ecosport 1.5 DV5 MT Titanium,Gurgaon,1498.0,Third Party,Manual,baixa,120000.0,2014.0,Ford,Ecosport 1.5 DV5 MT Titanium,13.6,5.0,1498.0,SUV,Diesel,120000.0,89.8,Second Owner,4.1
2017 Hyundai EON Magna Plus Option,Bangalore,814.0,Third Party,Manual,baixa,30000.0,2017.0,Hyundai,EON Magna Plus Option,18.9,5.0,814.0,Hatchback,Petrol,30000.0,55.2,First Owner,3.0
2012 Force One EX,Hyderabad,2650.0,Third Party,Manual,baixa,60000.0,2012.0,Force,One EX,24.3,7.0,2650.0,SUV,Diesel,60000.0,80.8,Third Owner,3.5
2016 Mercedes-Benz E-Class E350 CDI Avantgrade,Ahmedabad,2987.0,Comprehensive,Automatic,alta,43000.0,2016.0,Mercedes-Benz,2016  E-Class E350 CDI Avantgrade,25.4,5.0,2987.0,Sedan,Diesel,43000.0,265.0,First Owner,27.75
2008 Hyundai i10 Magna 1.1,Bangalore,1086.0,Comprehensive,Manual,baixa,69000.0,2008.0,Hyundai,i10 Magna 1.1,39.199999999999996,5.0,1086.0,Hatchback,Petrol,69000.0,68.0,First Owner,2.45
2018 Maruti Alto K10 VXI,Ahmedabad,998.0,Third Party,Manual,baixa,66802.0,2018.0,Maruti,Alto K10 VXI,21.21,5.0,998.0,Hatchback,Petrol,66802.0,65.7,First Owner,3.26
2012 Ford Figo Diesel Titanium,Gurgaon,1399.0,Third Party,Manual,baixa,110000.0,2012.0,Ford,Figo Diesel Titanium,18.6,5.0,1399.0,Hatchback,Diesel,110000.0,68.0,First Owner,2.15
2017 BMW 7 Series 730Ld Design Pure Excellence,Pune,2993.0,Comprehensive,Automatic,alta,47000.0,2017.0,BMW,7 Series 730Ld Design Pure Excellence,18.6,5.0,2993.0,Sedan,Diesel,47000.0,261.4,First Owner,64.5
2017 Ford Ecosport 1.5 Diesel Ambiente BSIV,Gurgaon,1498.0,Third Party,Manual,baixa,100000.0,2017.0,Ford,Ecosport 1.5 Diesel Ambiente BSIV,16.8,5.0,1498.0,SUV,Diesel,100000.0,98.9,Second Owner,5.0
2013 Chevrolet Enjoy Petrol LTZ 7 Seater,Mumbai,1399.0,Third Party,Manual,baixa,150000.0,2013.0,Chevrolet,Enjoy Petrol LTZ 7 Seater,25.0,7.0,1399.0,MUV,Petrol,150000.0,98.8,Third Owner,2.3
2017 Audi A4 30 TFSI Premium Plus,Mumbai,1395.0,Comprehensive,Automatic,alta,44500.0,2017.0,Audi,A4 30 TFSI Premium Plus,13.7,5.0,1395.0,Sedan,Petrol,44500.0,147.5,Second Owner,23.0
2012 Maruti Ritz VDi,Delhi,1248.0,Third Party,Manual,baixa,120000.0,2012.0,Maruti,Ritz VDi,18.6,5.0,1248.0,Hatchback,Diesel,120000.0,73.9,Third Owner,2.1
2017 Jaguar XE Prestige,Mumbai,1999.0,Comprehensive,Automatic,alta,26000.0,2017.0,Jaguar,XE Prestige,19.5,5.0,1999.0,Sedan,Petrol,26000.0,197.1,First Owner,24.9
2017 Hyundai Grand i10 Era,Delhi,1197.0,Third Party,Manual,baixa,50000.0,2017.0,Hyundai,Grand i10 Era,28.4,5.0,1197.0,Hatchback,Petrol,50000.0,82.0,First Owner,3.6
2017 Maruti Vitara Brezza ZDi,Bangalore,1248.0,Zero Dep,Manual,baixa,85938.0,2017.0,Maruti,Vitara Brezza ZDi,22.77,5.0,1248.0,SUV,Diesel,85938.0,88.5,First Owner,8.26
2018 Hyundai Xcent 1.2 CRDi E Plus,Hyderabad,1186.0,Third Party,Manual,baixa,50000.0,2018.0,Hyundai,Xcent 1.2 CRDi E Plus,20.73,5.0,1186.0,Sedan,Diesel,50000.0,73.9,First Owner,4.2
2020 Hyundai Aura S CNG,Mumbai,1197.0,Not Available,Manual,baixa,44504.0,2020.0,Hyundai,Aura S CNG,23.1,5.0,1197.0,Sedan,CNG,44504.0,68.0,First Owner,7.0
2017 Maruti Swift Dzire VXI 1.2,Jaipur,1197.0,Comprehensive,Manual,baixa,77569.0,2017.0,Maruti,Swift Dzire VXI 1.2,13.68,5.0,1197.0,Sedan,Petrol,77569.0,81.8,Second Owner,5.11
2015 Hyundai i20 Magna 1.2,Mumbai,1197.0,Comprehensive,Manual,baixa,59000.0,2015.0,Hyundai,i20 Magna 1.2,14.3,5.0,1197.0,Hatchback,Petrol,59000.0,81.8,First Owner,5.21
2016 Hyundai i20 Magna 1.2,Delhi,1197.0,Comprehensive,Manual,baixa,61000.0,2016.0,Hyundai,i20 Magna 1.2,19.1,5.0,1197.0,Hatchback,Petrol,61000.0,81.8,First Owner,5.15
2020 Kia Seltos HTK G,Gurgaon,1497.0,Third Party,Manual,baixa,40000.0,2020.0,Kia,Seltos HTK G,18.78,5.0,1497.0,SUV,Petrol,40000.0,113.4,First Owner,10.5
2013 Tata Indigo VX BSIV,Chennai,1396.0,Third Party,Manual,baixa,110000.0,2013.0,Tata,Indigo VX BSIV,16.5,5.0,1396.0,Sedan,Diesel,110000.0,69.0,Second Owner,1.83
2009 Skoda Superb Elegance 1.8 TSI,Bangalore,1798.0,Third Party,Manual,baixa,50000.0,2009.0,Skoda,Superb Elegance 1.8 TSI,18.6,5.0,1798.0,Sedan,Petrol,50000.0,157.7,First Owner,4.0
2020 Honda Amaze VX Petrol,Jaipur,1199.0,Third Party,Manual,baixa,30000.0,2020.0,Honda,Amaze VX Petrol,16.0,5.0,1199.0,Sedan,Petrol,30000.0,88.7,First Owner,7.25
2019 Honda Amaze S Petrol BSIV,Hyderabad,1199.0,Third Party,Manual,baixa,37566.0,2019.0,Honda,Amaze S Petrol BSIV,24.3,5.0,1199.0,Sedan,Petrol,37566.0,88.7,Second Owner,6.22
2018 Maruti Swift Dzire VDI,Chennai,1248.0,Comprehensive,Manual,baixa,23000.0,2018.0,Maruti,Swift Dzire VDI,28.4,5.0,1248.0,Sedan,Diesel,23000.0,74.0,First Owner,7.75
2021 Maruti XL6 Alpha,Mumbai,1462.0,Third Party,Manual,baixa,55642.0,2021.0,Maruti,XL6 Alpha,16.8,6.0,1462.0,MUV,Petrol,55642.0,103.2,Second Owner,9.79
2016 Ford Ecosport 1.5 TDCi Titanium BE BSIV,Mumbai,1498.0,Third Party,Manual,baixa,52151.0,2016.0,Ford,Ecosport 1.5 TDCi Titanium BE BSIV,13.0,5.0,1498.0,SUV,Diesel,52151.0,98.5,Second Owner,6.25
2017 Maruti Ciaz 1.4 Alpha,Mumbai,1373.0,Not Available,Manual,baixa,38854.0,2017.0,Maruti,Ciaz 1.4 Alpha,18.6,5.0,1373.0,Sedan,Petrol,38854.0,91.1,First Owner,4.75
2016 Maruti Celerio VXI AT Optional,Mumbai,998.0,Third Party,Automatic,baixa,16848.0,2016.0,Maruti,Celerio VXI AT Optional,22.7,5.0,998.0,Hatchback,Petrol,16848.0,67.0,First Owner,4.21
2017 Toyota Innova Crysta 2.4 VX MT 8S BSIV,Delhi,2393.0,Third Party,Manual,baixa,77000.0,2017.0,Toyota,Innova Crysta 2.4 VX MT 8S BSIV,17.0,8.0,2393.0,MUV,Diesel,77000.0,147.8,Second Owner,15.25
2016 Skoda Rapid 1.6 MPI AT Style Plus,Kolkata,1598.0,Comprehensive,Automatic,baixa,54000.0,2016.0,Skoda,Rapid 1.6 MPI AT Style Plus,16.55,5.0,1598.0,Sedan,Petrol,54000.0,103.5,First Owner,4.99
2013 Maruti Swift Dzire Regal,Mumbai,1197.0,Comprehensive,Manual,baixa,50538.0,2013.0,Maruti,Swift Dzire Regal,13.7,5.0,1197.0,Sedan,Petrol,50538.0,85.8,First Owner,4.09
2018 Volkswagen Polo 1.0 MPI Trendline,Jaipur,999.0,Third Party,Manual,baixa,60000.0,2018.0,Volkswagen,Polo 1.0 MPI Trendline,17.4,5.0,999.0,Hatchback,Petrol,60000.0,75.0,First Owner,4.75
2020 Kia Seltos GTX Plus DCT,Gurgaon,1353.0,Third Party,Automatic,baixa,70000.0,2020.0,Kia,Seltos GTX Plus DCT,25.83,5.0,1353.0,SUV,Petrol,70000.0,138.0,First Owner,14.9
2017 Hyundai i20 Asta 1.2,Chennai,1197.0,Comprehensive,Manual,baixa,17961.0,2017.0,Hyundai,i20 Asta 1.2,19.33,5.0,1197.0,Hatchback,Petrol,17961.0,81.8,First Owner,6.3
2010 Honda Jazz S,Jaipur,1198.0,Comprehensive,Manual,baixa,49580.0,2010.0,Honda,Jazz S,24.39,5.0,1198.0,Hatchback,Petrol,49580.0,90.0,First Owner,3.25
2017 Maruti Vitara Brezza VDi,Bangalore,1248.0,Third Party,Manual,baixa,96567.0,2017.0,Maruti,Vitara Brezza VDi,15.85,5.0,1248.0,SUV,Diesel,96567.0,88.5,First Owner,7.43
2018 Maruti Swift Dzire AMT ZDI Plus,Hyderabad,1248.0,Third Party,Automatic,baixa,88900.0,2018.0,Maruti,Swift Dzire AMT ZDI Plus,18.9,5.0,1248.0,Sedan,Diesel,88900.0,74.0,First Owner,8.06
2011 Hyundai Santro Xing GL,Mumbai,1086.0,Comprehensive,Manual,baixa,57757.0,2011.0,Hyundai,Santro Xing GL,17.1,5.0,1086.0,Hatchback,Petrol,57757.0,62.0,Second Owner,1.1
2020 Kia Seltos HTX G,Hyderabad,1497.0,Third Party,Manual,baixa,30000.0,2020.0,Kia,Seltos HTX G,12.07,5.0,1497.0,SUV,Petrol,30000.0,113.4,First Owner,13.0
2014 Toyota Fortuner 4x2 Manual,Bangalore,2982.0,Comprehensive,Manual,baixa,117305.0,2014.0,Toyota,Fortuner 4x2 Manual,20.51,7.0,2982.0,SUV,Diesel,117305.0,168.5,Second Owner,18.25
2015 Hyundai i20 Sportz 1.2,Ahmedabad,1197.0,Third Party,Manual,baixa,103384.0,2015.0,Hyundai,i20 Sportz 1.2,19.5,5.0,1197.0,Hatchback,Petrol,103384.0,81.8,First Owner,5.08
2016 Datsun RediGO T,Kolkata,799.0,Third Party,Manual,baixa,10289.0,2016.0,Datsun,RediGO T,16.46,5.0,799.0,Hatchback,Petrol,10289.0,53.6,First Owner,2.4
2019 Hyundai Verna VTVT 1.6 SX Option,Jaipur,1591.0,Third Party,Manual,baixa,30000.0,2019.0,Hyundai,Verna VTVT 1.6 SX Option,13.96,5.0,1591.0,Sedan,Petrol,30000.0,121.3,First Owner,10.5
2016 BMW X3 xDrive30d M Sport,Kolkata,2993.0,Third Party,Automatic,alta,40000.0,2016.0,BMW,X3 xDrive30d M Sport,16.8,5.0,2993.0,SUV,Diesel,40000.0,258.0,First Owner,24.8
2019 Mercedes-Benz GLA Class 200 Sport,Delhi,1991.0,Third Party,Automatic,alta,120000.0,2019.0,Mercedes-Benz,2019  GLA Class 200 Sport,23.84,5.0,1991.0,SUV,Petrol,120000.0,183.0,First Owner,21.0
2017 Honda City VX MT,Kolkata,1497.0,Comprehensive,Manual,baixa,32395.0,2017.0,Honda,City VX MT,16.0,5.0,1497.0,Sedan,Petrol,32395.0,117.6,First Owner,7.36
2018 Ford Aspire 1.5 TDCi Titanium,Delhi,1498.0,Third Party,Manual,baixa,40000.0,2018.0,Ford,Aspire 1.5 TDCi Titanium,24.76,5.0,1498.0,Sedan,Diesel,40000.0,99.0,First Owner,4.99
2020 Tata Altroz XZ BSVI,Delhi,1199.0,Zero Dep,Manual,baixa,23753.0,2020.0,Tata,Altroz XZ BSVI,19.81,5.0,1199.0,Hatchback,Petrol,23753.0,86.8,First Owner,6.59
2018 Maruti Alto K10 VXI,Bangalore,998.0,Zero Dep,Manual,baixa,45756.0,2018.0,Maruti,Alto K10 VXI,16.5,5.0,998.0,Hatchback,Petrol,45756.0,65.7,First Owner,3.72
2016 Ford Ecosport 1.5 Ti VCT MT Titanium BSIV,Bangalore,1499.0,Third Party,Manual,baixa,19397.0,2016.0,Ford,Ecosport 1.5 Ti VCT MT Titanium BSIV,12.2,5.0,1499.0,SUV,Petrol,19397.0,110.4,Second Owner,6.99
2015 Hyundai Grand i10 Sportz,Kolkata,1197.0,Third Party,Manual,baixa,65039.0,2015.0,Hyundai,Grand i10 Sportz,20.45,5.0,1197.0,Hatchback,Petrol,65039.0,82.0,Second Owner,3.25
2018 Jeep Compass 2.0 Longitude Option BSIV,Hyderabad,1956.0,Third Party,Manual,baixa,40000.0,2018.0,Jeep,Compass 2.0 Longitude Option BSIV,15.7,5.0,1956.0,SUV,Diesel,40000.0,170.0,First Owner,15.0
2014 Audi Q7 3.0 TDI Quattro Technology,Delhi,2967.0,Comprehensive,Automatic,alta,50000.0,2014.0,Audi,Q7 3.0 TDI Quattro Technology,18.0,7.0,2967.0,SUV,Diesel,50000.0,241.4,Second Owner,18.99
2018 Maruti Wagon R VXI BS IV,Gurgaon,998.0,Zero Dep,Manual,baixa,21563.0,2018.0,Maruti,Wagon R VXI BS IV,17.5,5.0,998.0,Hatchback,Petrol,21563.0,67.0,Second Owner,3.89
2018 Honda Amaze S Petrol BSIV,Ahmedabad,1199.0,Third Party,Manual,baixa,45977.0,2018.0,Honda,Amaze S Petrol BSIV,17.57,5.0,1199.0,Sedan,Petrol,45977.0,88.7,First Owner,6.42
2014 BMW 7 Series 730Ld,Pune,2993.0,Third Party,Automatic,alta,133328.0,2014.0,BMW,7 Series 730Ld,23.7,5.0,2993.0,Sedan,Diesel,133328.0,258.0,First Owner,28.5
2020 MG Hector Sharp DCT,Kolkata,1451.0,Third Party,Automatic,baixa,60000.0,2020.0,MG,Hector Sharp DCT,22.54,5.0,1451.0,SUV,Petrol,60000.0,141.0,First Owner,14.0
2010 Honda City 1.5 V AT,Bangalore,1497.0,Comprehensive,Automatic,baixa,59000.0,2010.0,Honda,City 1.5 V AT,21.4,5.0,1497.0,Sedan,Petrol,59000.0,116.39,First Owner,4.35
2017 Tata Tiago 1.2 Revotron XZA,Bangalore,1199.0,Comprehensive,Automatic,baixa,28000.0,2017.0,Tata,Tiago 1.2 Revotron XZA,20.89,5.0,1199.0,Hatchback,Petrol,28000.0,83.8,First Owner,5.35
2018 Jeep Compass 1.4 Limited Option,Mumbai,1368.0,Third Party,Automatic,baixa,47000.0,2018.0,Jeep,Compass 1.4 Limited Option,26.6,5.0,1368.0,SUV,Petrol,47000.0,160.0,First Owner,12.25
2021 Maruti S-Presso VXI BSVI,Kolkata,998.0,Comprehensive,Manual,baixa,7000.0,2021.0,Maruti,S-Presso VXI BSVI,18.49,5.0,998.0,Hatchback,Petrol,7000.0,65.7,First Owner,4.3
2010 Hyundai i10 Magna 1.1,Agra,1086.0,Third Party,Manual,baixa,60000.0,2010.0,Hyundai,i10 Magna 1.1,21.1,5.0,1086.0,Hatchback,Petrol,60000.0,68.0,Second Owner,2.0
2013 Honda Brio VX AT,Ahmedabad,1198.0,Comprehensive,Automatic,baixa,94297.0,2013.0,Honda,Brio VX AT,16.98,5.0,1198.0,Hatchback,Petrol,94297.0,86.8,First Owner,3.58
2009 Mahindra Xylo E8 ABS Airbag BSIV,Mumbai,2498.0,Comprehensive,Manual,baixa,74000.0,2009.0,Mahindra,Xylo E8 ABS Airbag BSIV,19.2,8.0,2498.0,MUV,Diesel,74000.0,112.0,Second Owner,2.45
2014 Nissan Terrano XL Plus 85 PS,Mumbai,1461.0,Third Party,Manual,baixa,120000.0,2014.0,Nissan,Terrano XL Plus 85 PS,18.23,5.0,1461.0,SUV,Diesel,120000.0,83.8,First Owner,6.5
2017 Hyundai Xcent Prime T Plus CNG,Delhi,1197.0,Third Party,Manual,baixa,120000.0,2017.0,Hyundai,Xcent Prime T Plus CNG,14.6,5.0,1197.0,Sedan,CNG,120000.0,65.3,Second Owner,3.8
2007 Mahindra Renault Logan 1.4 GLX Petrol,Bangalore,1390.0,Third Party,Manual,baixa,80000.0,2007.0,Mahindra,Renault Logan 1.4 GLX Petrol,23.08,5.0,1390.0,Sedan,Petrol,80000.0,75.0,Second Owner,1.4
2015 Honda City i VTEC CVT VX,Chennai,1497.0,Comprehensive,Automatic,baixa,80000.0,2015.0,Honda,City i VTEC CVT VX,23.0,5.0,1497.0,Sedan,Petrol,80000.0,117.3,First Owner,7.7
2008 Skoda Laura Elegance MT,Mumbai,1896.0,Third Party,Manual,baixa,78000.0,2008.0,Skoda,Laura Elegance MT,19.81,5.0,1896.0,Sedan,Diesel,78000.0,106.0,First Owner,2.45
2015 Tata Zest Revotron 1.2T XM,Jaipur,1193.0,Third Party,Manual,baixa,90000.0,2015.0,Tata,Zest Revotron 1.2T XM,19.4,5.0,1193.0,Sedan,Petrol,90000.0,88.7,Second Owner,2.3
2021 Hyundai Venue SX Diesel,Ahmedabad,1493.0,Third Party,Manual,baixa,121850.0,2021.0,Hyundai,Venue SX Diesel,15.8,5.0,1493.0,SUV,Diesel,121850.0,98.6,First Owner,9.74
2014 Hyundai i20 Magna 1.4 CRDi,Mumbai,1396.0,Third Party,Manual,baixa,69786.0,2014.0,Hyundai,i20 Magna 1.4 CRDi,10.91,5.0,1396.0,Hatchback,Diesel,69786.0,88.7,First Owner,4.11
2016 Maruti Baleno 1.2 Alpha,Ahmedabad,1197.0,Comprehensive,Manual,baixa,44373.0,2016.0,Maruti,Baleno 1.2 Alpha,20.45,5.0,1197.0,Hatchback,Petrol,44373.0,83.1,Second Owner,5.43
2021 Maruti Ignis Zeta AMT BSVI,Mumbai,1197.0,Zero Dep,Automatic,baixa,30701.0,2021.0,Maruti,Ignis Zeta AMT BSVI,13.68,5.0,1197.0,Hatchback,Petrol,30701.0,81.8,First Owner,7.25
2018 Maruti Wagon R LXI CNG,Mumbai,998.0,Third Party,Manual,baixa,50000.0,2018.0,Maruti,Wagon R LXI CNG,19.2,5.0,998.0,Hatchback,CNG,50000.0,58.1,Second Owner,3.4
2018 Mahindra TUV 300 T10 Opt Dual Tone BSIV,Gurgaon,1493.0,Comprehensive,Manual,baixa,51311.0,2018.0,Mahindra,TUV 300 T10 Opt Dual Tone BSIV,18.27,7.0,1493.0,SUV,Diesel,51311.0,100.0,First Owner,6.79
2010 Maruti Ritz VXI,Gurgaon,1197.0,Comprehensive,Manual,baixa,54927.0,2010.0,Maruti,Ritz VXI,18.6,5.0,1197.0,Hatchback,Petrol,54927.0,85.8,First Owner,1.83
2011 Maruti A-Star AT VXI,Delhi,998.0,Third Party,Automatic,baixa,30000.0,2011.0,Maruti,A-Star AT VXI,13.0,5.0,998.0,Hatchback,Petrol,30000.0,66.1,Second Owner,2.0
2022 Skoda Kushaq 1.0 TSI Ambition Classic,Chandigarh,999.0,Third Party,Manual,baixa,10000.0,2022.0,Skoda,Kushaq 1.0 TSI Ambition Classic,16.0,5.0,999.0,SUV,Petrol,10000.0,113.9,First Owner,13.6
2018 Hyundai Elantra 1.6 SX Option AT,Ahmedabad,1582.0,Third Party,Automatic,baixa,67000.0,2018.0,Hyundai,Elantra 1.6 SX Option AT,21.79,5.0,1582.0,Sedan,Diesel,67000.0,126.2,First Owner,12.75
2011 Fiat Linea T Jet,Bangalore,1368.0,Third Party,Manual,baixa,60000.0,2011.0,Fiat,Linea T Jet,14.5,5.0,1368.0,Sedan,Petrol,60000.0,112.0,Second Owner,2.3
2011 Nissan Micra XE,Bangalore,1198.0,Comprehensive,Manual,baixa,67258.0,2011.0,Nissan,Micra XE,17.5,5.0,1198.0,Hatchback,Petrol,67258.0,63.1,First Owner,2.95
