mileage,ano,seats,engine_capacity,kms_driven,max_power,ID
14.5,2015.0,5.0,1198.0,98398.0,74.0,482
20.3,2011.0,5.0,1995.0,95000.0,184.0,483
20.0,2015.0,7.0,1248.0,51524.0,88.7,484
36.51199999999999,2021.0,5.0,1493.0,66379.0,113.4,485
17.9,2014.0,5.0,998.0,51666.0,67.0,486
47.39,2016.0,5.0,1248.0,50000.0,88.5,487
24.52,2015.0,5.0,1197.0,40000.0,81.8,488
13.2,2017.0,5.0,1197.0,18299.0,81.8,489
14.28,2017.0,5.0,796.0,26028.0,47.3,490
18.7,2010.0,5.0,1798.0,52000.0,138.1,491
15.1,2017.0,5.0,1197.0,34084.0,81.8,492
16.2,2020.0,5.0,1493.0,48000.0,98.6,493
18.75,2020.0,5.0,1950.0,30000.0,191.7,494
19.2,2017.0,5.0,1497.0,42503.0,117.6,495
21.4,2021.0,5.0,1999.0,5000.0,245.4,496
20.89,2014.0,5.0,1396.0,60000.0,88.7,497
10.91,2013.0,5.0,1797.0,63000.0,147.5,498
28.09,2019.0,5.0,1086.0,59985.0,68.0,499
17.66,2020.0,7.0,999.0,20796.0,72.0,500
14.28,2021.0,7.0,1462.0,50000.0,91.1,501
14.08,2016.0,5.0,2143.0,73700.0,136.0,502
18.9,2023.0,4.0,998.0,150000.0,55.9,503
23.65,2016.0,7.0,1248.0,120000.0,88.5,504
16.4,2012.0,5.0,1995.0,55000.0,170.0,505
13.96,2017.0,5.0,1798.0,52108.0,138.0,506
22.9,2016.0,5.0,1199.0,78782.0,88.7,507
16.1,2012.0,7.0,2179.0,61000.0,140.0,508
18.2,2014.0,5.0,1199.0,57885.0,74.0,509
18.9,2022.0,5.0,999.0,50000.0,71.0,510
16.47,2021.0,5.0,999.0,60000.0,113.9,511
17.0,2018.0,5.0,1197.0,53631.0,83.1,512
20.51,2017.0,5.0,1197.0,23587.0,81.8,513
18.6,2018.0,7.0,3198.0,150000.0,197.0,514
16.39,2018.0,5.0,1248.0,48369.0,88.5,515
20.8,2020.0,4.0,2993.0,21500.0,261.4,516
17.8,2014.0,5.0,1798.0,52000.0,138.0,517
25.1,2022.0,7.0,1956.0,10000.0,167.6,518
17.01,2008.0,5.0,998.0,100000.0,67.1,519
22.38,2017.0,5.0,1248.0,75471.0,88.5,520
18.0,2023.0,5.0,1497.0,1858.0,78.0,521
15.97,2021.0,5.0,1451.0,10000.0,141.0,522
20.36,2012.0,5.0,1248.0,143000.0,74.0,523
28.4,2009.0,4.0,796.0,40000.0,37.0,524
15.3,2019.0,5.0,1199.0,28000.0,88.7,525
21.21,2016.0,5.0,1197.0,42434.0,82.0,526
22.0,2014.0,5.0,1198.0,63488.0,74.0,527
17.5,2011.0,5.0,1497.0,120000.0,116.39,528
20.52,2014.0,5.0,998.0,114772.0,67.0,529
12.99,2021.0,5.0,1997.0,20700.0,174.33,530
12.55,2023.0,4.0,1462.0,3761.0,103.3,531
15.6,2021.0,5.0,1493.0,36000.0,113.4,532
17.5,2017.0,5.0,1497.0,29305.0,117.3,533
17.0,2014.0,5.0,1498.0,60000.0,98.6,534
21.1,2015.0,5.0,1591.0,47960.0,121.4,535
19.4,2012.0,5.0,1197.0,70989.0,88.5,536
17.0,2014.0,5.0,1497.0,60000.0,117.3,537
20.0,2014.0,5.0,2993.0,120000.0,258.0,538
22.05,2010.0,5.0,1197.0,122483.0,78.9,539
19.01,2015.0,5.0,1248.0,87200.0,74.0,540
19.7,2021.0,5.0,1998.0,5000.0,254.7,541
33.0,2020.0,5.0,1197.0,90000.0,81.8,542
18.9,2018.0,5.0,1197.0,50699.0,81.8,543
19.33,2018.0,5.0,1199.0,30742.0,88.7,544
14.08,2021.0,5.0,1197.0,39246.0,81.8,545
17.0,2014.0,8.0,2494.0,120000.0,100.5,546
22.32,2014.0,7.0,2982.0,75000.0,168.7,547
22.35,2021.0,7.0,2179.0,30000.0,136.7,548
18.78,2014.0,5.0,1196.0,36003.0,70.0,549
19.0,2017.0,5.0,1199.0,43000.0,88.7,550
21.7,2011.0,5.0,1497.0,50000.0,116.39,551
14.7,2012.0,5.0,814.0,76862.0,55.2,552
20.68,2015.0,5.0,1198.0,73916.0,86.8,553
20.36,2018.0,5.0,1591.0,8000.0,121.3,554
20.45,2021.0,5.0,999.0,20000.0,98.6,555
21.21,2014.0,5.0,796.0,37951.0,47.3,556
27.3,2013.0,5.0,1461.0,130940.0,108.5,557
20.51,2023.0,5.0,1497.0,19000.0,115.0,558
14.6,2019.0,5.0,796.0,95284.0,47.3,559
19.5,2018.0,5.0,1197.0,27119.0,81.8,560
22.7,2021.0,5.0,1199.0,22551.0,86.8,561
19.67,2022.0,6.0,1956.0,19000.0,167.6,562
14.8,2011.0,5.0,1197.0,46071.0,78.91,563
19.0,2014.0,5.0,1582.0,110000.0,126.3,564
20.4,2020.0,5.0,1197.0,20580.0,88.5,565
18.9,2019.0,5.0,999.0,94439.0,75.0,566
22.7,2010.0,5.0,1248.0,80000.0,88.77,567
17.9,2020.0,5.0,1498.0,45988.0,98.9,568
24.0,2019.0,5.0,1496.0,29000.0,120.6,569
11.18,2019.0,5.0,1995.0,55000.0,188.0,570
12.0,2010.0,5.0,1197.0,48637.0,78.9,571
17.01,2013.0,5.0,1461.0,106960.0,83.8,572
21.7,2019.0,5.0,1197.0,30000.0,81.8,573
18.9,2015.0,5.0,1498.0,120000.0,98.6,574
23.1,2017.0,5.0,998.0,40045.0,67.0,575
20.85,2022.0,5.0,1956.0,8000.0,167.6,576
20.36,2016.0,5.0,1968.0,110000.0,141.0,577
20.3,2013.0,5.0,1498.0,90000.0,89.8,578
18.9,2016.0,5.0,1582.0,109332.0,126.2,579
24.76,2012.0,5.0,1799.0,120000.0,130.2,580
22.1,2019.0,5.0,1199.0,39427.0,88.7,581
18.0,2017.0,5.0,1197.0,90000.0,83.1,582
11.3,2013.0,5.0,998.0,90000.0,67.1,583
16.8,2018.0,5.0,799.0,27522.0,53.6,584
18.9,2017.0,5.0,2143.0,49900.0,170.0,585
15.1,2014.0,5.0,1120.0,100000.0,70.0,586
24.3,2013.0,7.0,2696.0,110000.0,184.0,587
15.0,2021.0,7.0,2393.0,31610.0,148.0,588
18.9,2014.0,5.0,1591.0,80000.0,121.4,589
18.2,2019.0,5.0,998.0,93516.0,65.7,590
21.21,2018.0,5.0,1197.0,34090.0,81.8,591
21.66,2016.0,5.0,998.0,69155.0,67.0,592
16.11,2015.0,5.0,1197.0,37341.0,83.1,593
22.38,2009.0,5.0,1197.0,53562.0,78.9,594
14.3,2018.0,5.0,1199.0,43401.0,83.8,595
22.05,2014.0,5.0,1197.0,86577.0,82.0,596
28.4,2021.0,5.0,998.0,7000.0,65.7,597
22.32,2018.0,5.0,1396.0,82000.0,88.7,598
24.39,2015.0,5.0,1497.0,114892.0,117.3,599
22.35,2016.0,7.0,2987.0,82000.0,254.8,600
20.36,2021.0,5.0,1497.0,69007.0,113.4,601
18.2,2018.0,5.0,1197.0,36735.0,81.8,602
21.63,2014.0,7.0,2179.0,120928.0,140.0,603
12.9,2020.0,5.0,1497.0,10372.0,113.4,604
13.2,2019.0,5.0,1248.0,63196.0,88.5,605
20.52,2022.0,5.0,2523.0,10000.0,75.0,606
15.17,2011.0,5.0,1396.0,70000.0,98.63,607
18.9,2011.0,5.0,998.0,20000.0,67.1,608
17.4,2017.0,5.0,1199.0,48000.0,88.7,609
17.4,2018.0,5.0,1197.0,45000.0,81.8,610
11.36,2015.0,5.0,1498.0,120000.0,103.5,611
15.29,2021.0,7.0,1196.0,20000.0,72.4,612
15.1,2011.0,5.0,1197.0,81673.0,88.5,613
17.01,2008.0,5.0,1968.0,173327.0,140.0,614
15.17,2014.0,5.0,796.0,37510.0,47.3,615
18.47,2016.0,5.0,1248.0,72495.0,74.0,616
23.22,2014.0,5.0,1582.0,100000.0,126.3,617
21.21,2017.0,5.0,998.0,43922.0,65.7,618
25.17,2020.0,5.0,1197.0,25940.0,88.5,619
21.4,2010.0,5.0,1197.0,60324.0,78.9,620
17.1,2021.0,5.0,998.0,10000.0,118.3,621
18.6,2020.0,5.0,1969.0,25000.0,187.4,622
18.6,2019.0,5.0,998.0,85140.0,67.0,623
26.6,2006.0,5.0,1799.0,90000.0,130.0,624
18.9,2012.0,5.0,1995.0,44600.0,170.0,625
16.8,2020.0,5.0,1197.0,4000.0,81.8,626
14.8,2018.0,5.0,1968.0,90000.0,181.0,627
23.2,2019.0,5.0,1197.0,21000.0,81.8,628
14.8,2015.0,5.0,1497.0,50000.0,117.3,629
17.69,2018.0,5.0,1197.0,39097.0,81.8,630
20.7,2019.0,8.0,2755.0,54000.0,171.5,631
28.09,2016.0,5.0,1591.0,45000.0,121.3,632
18.55,2019.0,7.0,2179.0,36847.0,152.8,633
17.0,2017.0,5.0,1582.0,64470.0,126.2,634
17.0,2016.0,5.0,1968.0,70000.0,181.0,635
18.75,2022.0,5.0,1498.0,17000.0,147.5,636
19.34,2018.0,5.0,1497.0,95268.0,113.4,637
22.41,2018.0,5.0,1197.0,60466.0,81.8,638
26.0,2016.0,5.0,799.0,70000.0,53.3,639
17.7,2017.0,5.0,1197.0,50000.0,83.1,640
19.61,2021.0,5.0,1956.0,31344.0,167.6,641
23.95,2022.0,5.0,1353.0,12000.0,138.1,642
20.51,2021.0,5.0,1498.0,45568.0,119.3,643
19.6,2012.0,5.0,1199.0,46000.0,79.4,644
20.36,2011.0,5.0,998.0,74681.0,58.1,645
21.1,2011.0,5.0,998.0,65000.0,67.1,646
16.47,2020.0,5.0,1497.0,95978.0,113.4,647
20.52,2017.0,5.0,1497.0,79000.0,121.3,648
20.0,2014.0,5.0,1248.0,72273.0,73.9,649
18.5,2012.0,5.0,1799.0,66000.0,130.3,650
18.0,2020.0,5.0,999.0,38500.0,108.6,651
17.3,2021.0,5.0,1197.0,10801.0,81.8,652
10.0,2019.0,5.0,1248.0,30000.0,88.5,653
22.25,2020.0,5.0,1462.0,40000.0,103.2,654
10.71,2019.0,5.0,1956.0,33765.0,138.1,655
21.4,2019.0,5.0,1591.0,81872.0,121.3,656
19.34,2021.0,5.0,999.0,37014.0,71.0,657
17.5,2018.0,7.0,1462.0,32000.0,103.0,658
13.01,2021.0,5.0,1197.0,32520.0,88.5,659
15.17,2015.0,5.0,1498.0,102707.0,98.6,660
22.77,2021.0,5.0,1497.0,14800.0,113.1,661
18.9,2016.0,5.0,1461.0,62500.0,108.5,662
21.76,2019.0,5.0,998.0,45295.0,67.0,663
22.41,2018.0,5.0,998.0,62139.0,67.0,664
26.0,2017.0,5.0,1461.0,67000.0,108.4,665
14.0,2008.0,5.0,1197.0,93196.0,78.9,666
14.3,2022.0,5.0,1422.9962697274032,20000.0,73.7,667
17.99,2014.0,5.0,814.0,54512.0,55.2,668
22.0,2014.0,5.0,1198.0,120000.0,74.0,669
19.81,2021.0,5.0,1197.0,28283.0,81.8,670
18.6,2022.0,7.0,999.0,2464.0,71.0,671
24.3,2010.0,5.0,1197.0,69000.0,78.91,672
22.38,2017.0,5.0,1497.0,18503.0,117.3,673
16.5,2018.0,8.0,1497.0,78000.0,120.9,674
17.0,2012.0,5.0,2143.0,100000.0,170.0,675
25.83,2019.0,5.0,799.0,9000.0,53.2,676
37.492,2014.0,14.0,1948.0,90000.0,90.0,677
17.4,2019.0,5.0,1197.0,86919.0,83.1,678
18.49,2022.0,5.0,1497.0,30000.0,113.1,679
19.81,2019.0,7.0,1462.0,55395.0,103.0,680
24.7,2008.0,5.0,1298.0,68283.0,85.8,681
18.9,2016.0,7.0,2199.0,64000.0,194.3,682
25.8,2015.0,5.0,1968.0,71000.0,181.0,683
18.5,2015.0,5.0,1498.0,120000.0,98.5,684
26.49,2016.0,5.0,1197.0,79455.0,82.0,685
20.5,2018.0,5.0,1995.0,50000.0,188.0,686
21.4,2017.0,5.0,1197.0,119975.0,88.5,687
18.9,2017.0,5.0,998.0,107963.0,65.7,688
26.0,2015.0,7.0,2179.0,72000.0,138.1,689
19.2,2008.0,5.0,1968.0,173327.0,140.0,690
17.2,2022.0,6.0,1462.0,20000.0,103.2,691
19.1,2020.0,5.0,999.0,22474.0,67.0,692
11.7,2010.0,5.0,1086.0,60000.0,68.0,693
9.0,2015.0,5.0,1197.0,54154.0,81.8,694
18.5,2018.0,5.0,1248.0,70921.0,88.5,695
22.0,2021.0,5.0,1197.0,26494.0,88.5,696
21.4,2019.0,5.0,1353.0,13427.0,138.0,697
49.839999999999996,2010.0,5.0,1497.0,110360.0,116.39,698
22.0,2016.0,5.0,1498.0,100000.0,99.0,699
16.5,2019.0,5.0,1197.0,57000.0,70.6,700
18.43,2018.0,5.0,1497.0,76953.0,117.6,701
20.65,2017.0,7.0,1493.0,58157.0,100.0,702
18.6,2011.0,5.0,1086.0,38095.0,68.0,703
14.8,2020.0,5.0,1498.0,60000.0,98.6,704
19.49,2015.0,5.0,1197.0,90383.0,82.0,705
18.6,2013.0,5.0,1498.0,94470.0,98.6,706
20.52,2013.0,5.0,1197.0,40723.0,85.8,707
15.8,2022.0,5.0,1199.0,20000.0,72.4,708
19.01,2020.0,5.0,1582.0,40000.0,126.2,709
19.5,2019.0,5.0,1197.0,23136.0,83.1,710
18.9,2017.0,5.0,1197.0,99358.0,81.8,711
23.1,2017.0,5.0,1498.0,59030.0,98.6,712
24.3,2019.0,5.0,1395.0,44000.0,150.0,713
20.0,2007.0,5.0,1396.0,110000.0,53.5,714
20.14,2014.0,5.0,1197.0,17000.0,82.0,715
22.05,2008.0,5.0,2354.0,89398.0,177.6,716
18.9,2003.0,5.0,1999.0,60000.0,103.66965775093472,717
14.81,2012.0,5.0,1197.0,91000.0,82.9,718
20.0,2018.0,5.0,1582.0,80000.0,126.2,719
18.78,2019.0,5.0,1197.0,27000.0,83.1,720
13.0,2014.0,5.0,998.0,114263.0,55.9,721
21.0,2018.0,5.0,1197.0,29836.0,81.8,722
17.0,2020.0,5.0,1353.0,60000.0,138.0,723
14.1,2020.0,5.0,1462.0,27653.0,103.2,724
20.51,2022.0,5.0,1462.0,30000.0,103.2,725
17.5,2010.0,5.0,1199.0,110000.0,79.4,726
18.9,2018.0,5.0,1591.0,58000.0,121.3,727
18.9,2016.0,5.0,1198.0,75880.0,67.0,728
20.68,2019.0,5.0,1197.0,83218.0,81.8,729
20.0,2021.0,5.0,1197.0,18543.0,81.8,730
15.5,2013.0,5.0,1499.0,36000.0,110.0,731
17.8,2021.0,5.0,1199.0,34702.0,84.8,732
24.3,2022.0,5.0,1498.0,10725.0,108.4,733
20.36,2018.0,5.0,1199.0,63385.0,88.7,734
23.4,2014.0,5.0,1197.0,49287.0,82.0,735
15.3,2016.0,5.0,998.0,37718.0,67.0,736
21.4,2019.0,5.0,1248.0,100000.0,88.5,737
13.5,2021.0,7.0,999.0,30000.0,71.0,738
19.87,2014.0,5.0,1498.0,90649.0,88.8,739
17.1,2017.0,5.0,796.0,52052.0,47.3,740
18.7,2015.0,5.0,1197.0,24972.0,82.0,741
14.21,2014.0,5.0,1998.0,85529.0,163.7,742
16.47,2021.0,5.0,998.0,30924.0,118.3,743
13.17,2019.0,5.0,999.0,34054.0,75.0,744
18.8,2013.0,7.0,2982.0,150000.0,168.5,745
20.65,2022.0,5.0,1197.0,17575.0,81.8,746
18.5,2011.0,5.0,1197.0,70000.0,78.91,747
23.2,2018.0,5.0,1368.0,56957.0,160.7,748
21.4,2022.0,7.0,1462.0,13000.0,101.6,749
17.0,2018.0,5.0,1199.0,27116.0,88.7,750
19.56,2011.0,5.0,998.0,59699.0,67.1,751
18.9,2017.0,5.0,1197.0,86046.0,81.8,752
17.2,2016.0,5.0,1995.0,144912.0,188.0,753
18.9,2019.0,5.0,1497.0,29953.0,115.0,754
21.56,2013.0,5.0,1198.0,52849.0,86.7,755
26.59,2019.0,5.0,1496.0,11877.0,105.9,756
14.2,2017.0,5.0,1248.0,69004.0,88.5,757
16.5,2011.0,5.0,1197.0,39170.0,78.9,758
20.89,2014.0,5.0,1248.0,80000.0,74.0,759
19.01,2021.0,5.0,1998.0,9000.0,254.7,760
17.5,2017.0,5.0,1197.0,53768.0,83.1,761
18.9,2015.0,7.0,2477.0,73307.0,175.5,762
18.9,2016.0,5.0,1461.0,73372.0,83.8,763
19.81,2021.0,5.0,1496.0,20754.0,105.9,764
13.0,2018.0,5.0,1199.0,36923.0,88.7,765
17.6,2021.0,5.0,1950.0,35000.0,194.0,766
13.0,2015.0,5.0,2143.0,70000.0,203.0,767
20.92,2021.0,5.0,999.0,45416.0,108.6,768
17.6,2022.0,5.0,1998.0,18000.0,248.0,769
17.4,2022.0,5.0,1199.0,20000.0,86.6,770
15.26,2021.0,5.0,1462.0,38754.0,103.2,771
21.5,2010.0,5.0,1197.0,80000.0,85.8,772
25.32,2016.0,5.0,1248.0,98076.0,73.9,773
17.4,2019.0,5.0,1197.0,53360.0,83.1,774
12.4,2014.0,5.0,1497.0,90530.0,116.39,775
17.11,2020.0,5.0,1197.0,14000.0,81.8,776
18.9,2018.0,5.0,1197.0,43543.0,81.8,777
22.25,2019.0,7.0,1969.0,43000.0,235.0,778
19.12,2012.0,5.0,998.0,69331.0,67.1,779
19.0,2019.0,5.0,1462.0,25643.0,103.2,780
28.09,2016.0,5.0,1248.0,80000.0,74.0,781
18.6,2004.0,5.0,1389.0,70000.0,86.8,782
21.4,2022.0,6.0,1353.0,15500.0,138.0,783
18.9,2018.0,5.0,1197.0,40244.0,81.8,784
17.9,2023.0,5.0,1199.0,10000.0,84.8,785
24.8,2017.0,5.0,1199.0,65148.0,88.7,786
16.1,2013.0,5.0,998.0,92195.0,67.1,787
25.24,2018.0,5.0,1197.0,8345.0,81.8,788
11.8,2010.0,5.0,1086.0,153807.0,68.0,789
25.2,2019.0,5.0,1591.0,34000.0,121.3,790
22.38,2012.0,5.0,1496.0,80000.0,88.7,791
25.5,2016.0,5.0,1591.0,80000.0,121.3,792
32.52,2012.0,5.0,998.0,120000.0,67.1,793
16.8,2018.0,7.0,2179.0,56320.0,153.8,794
20.86,2021.0,5.0,1497.0,11592.0,113.1,795
17.0,2018.0,5.0,1497.0,43000.0,117.6,796
16.55,2015.0,5.0,1798.0,49000.0,187.7,797
19.33,2021.0,5.0,1497.0,65998.0,108.5,798
18.9,2018.0,6.0,1198.0,36900.0,77.0,799
11.5,2014.0,5.0,1497.0,73562.0,117.3,800
15.5,2015.0,7.0,2696.0,110000.0,162.0,801
17.8,2014.0,5.0,1968.0,71000.0,174.3,802
17.8,2020.0,5.0,0.0,50000.0,127.0,803
19.81,2017.0,5.0,1197.0,76181.0,81.8,804
22.69,2019.0,5.0,799.0,30345.0,53.2,805
14.5,2018.0,5.0,1373.0,43572.0,91.1,806
19.67,2010.0,5.0,998.0,64103.0,66.1,807
16.0,2018.0,5.0,1248.0,37100.0,88.5,808
21.5,2018.0,5.0,1197.0,40000.0,81.8,809
23.1,2019.0,5.0,1197.0,105614.0,83.1,810
20.36,2019.0,5.0,1197.0,30000.0,81.8,811
15.04,2018.0,5.0,2143.0,100000.0,170.0,812
22.38,2017.0,5.0,1396.0,80000.0,88.7,813
25.83,2011.0,5.0,1197.0,81529.0,85.0,814
20.4,2022.0,5.0,998.0,10000.0,65.7,815
25.8,2012.0,5.0,2967.0,58000.0,246.7,816
20.52,2016.0,5.0,1248.0,61000.0,74.0,817
22.35,2013.0,5.0,1197.0,44437.0,88.5,818
23.01,2018.0,5.0,1498.0,69000.0,98.6,819
22.74,2020.0,5.0,998.0,30000.0,58.3,820
19.87,2012.0,5.0,1497.0,40000.0,116.4,821
17.57,2015.0,5.0,1199.0,80000.0,75.0,822
23.64,2020.0,5.0,1956.0,100000.0,138.1,823
18.1,2016.0,5.0,2993.0,40000.0,258.0,824
21.4,2021.0,5.0,1199.0,30000.0,86.8,825
17.7,2018.0,5.0,1197.0,40235.0,81.8,826
22.05,2011.0,7.0,2982.0,100181.0,168.66,827
20.73,2009.0,5.0,1896.0,100000.0,105.0,828
18.9,2007.0,5.0,1248.0,120000.0,103.66965775093472,829
16.5,2016.0,5.0,1198.0,49000.0,86.7,830
18.0,2013.0,5.0,1086.0,66000.0,68.0,831
20.36,2016.0,5.0,1995.0,68000.0,190.0,832
18.9,2021.0,6.0,1999.0,40000.0,156.9,833
20.73,2016.0,5.0,1582.0,119080.0,126.2,834
22.9,2018.0,7.0,1997.0,89381.0,140.0,835
19.81,2011.0,5.0,1248.0,110000.0,88.8,836
11.79,2016.0,5.0,998.0,71295.0,67.0,837
22.38,2009.0,5.0,1197.0,40876.0,78.9,838
19.6,2012.0,5.0,1598.0,75396.0,103.6,839
18.0,2015.0,5.0,1197.0,37477.0,88.5,840
12.05,2018.0,5.0,1498.0,41932.0,99.0,841
16.77,2017.0,5.0,1197.0,64917.0,81.8,842
16.0,2014.0,5.0,1498.0,85489.0,98.6,843
20.45,2022.0,5.0,1197.0,30000.0,81.8,844
10.0,2022.0,5.0,1197.0,20000.0,88.5,845
32.52,2017.0,5.0,999.0,31846.0,67.0,846
22.38,2015.0,5.0,796.0,50000.0,47.3,847
15.17,2015.0,5.0,1461.0,40000.0,83.8,848
33.0,2022.0,5.0,1199.0,20000.0,118.3,849
22.38,2020.0,5.0,1497.0,67436.0,88.7,850
24.3,2018.0,5.0,1199.0,37153.0,88.7,851
15.1,2016.0,5.0,1197.0,34521.0,83.1,852
20.51,2022.0,5.0,1497.0,10000.0,113.1,853
18.9,2021.0,5.0,796.0,5476.0,47.3,854
18.0,2015.0,5.0,1373.0,115379.0,91.1,855
22.54,2008.0,5.0,1061.0,30000.0,67.0,856
21.4,2023.0,5.0,1493.0,10000.0,113.4,857
14.8,2009.0,5.0,995.0,70000.0,63.0,858
13.0,2015.0,5.0,1198.0,77723.0,86.7,859
17.0,2009.0,5.0,1197.0,60000.0,78.9,860
13.45,2008.0,5.0,998.0,57709.0,67.1,861
13.2,2016.0,5.0,1373.0,60162.0,91.1,862
17.8,2013.0,5.0,1248.0,96000.0,74.0,863
19.01,2014.0,5.0,1086.0,59450.0,68.0,864
17.5,2012.0,8.0,2179.0,120000.0,120.0,865
21.21,2022.0,5.0,1197.0,10000.0,88.5,866
18.5,2016.0,5.0,1461.0,96496.0,108.4,867
18.6,2009.0,5.0,995.0,100000.0,62.0,868
18.0,2006.0,5.0,1995.0,60000.0,154.0,869
18.8,2017.0,5.0,2993.0,6275000.0,261.4,870
19.7,2017.0,5.0,1368.0,75451.0,160.0,871
18.9,2014.0,5.0,1461.0,71000.0,83.8,872
17.57,2013.0,5.0,2143.0,65000.0,170.0,873
22.54,2018.0,5.0,998.0,45000.0,58.3,874
17.8,2011.0,5.0,1197.0,73593.0,88.5,875
21.21,2016.0,5.0,1968.0,100000.0,181.0,876
17.5,2017.0,5.0,796.0,45229.0,47.3,877
20.36,2013.0,5.0,1197.0,88122.0,88.5,878
20.52,2018.0,5.0,1248.0,73081.0,88.5,879
26.0,2014.0,7.0,2179.0,99365.0,140.0,880
19.7,2014.0,5.0,998.0,73081.0,67.0,881
19.67,2014.0,5.0,1197.0,75000.0,82.0,882
16.35,2020.0,5.0,998.0,27000.0,118.3,883
20.89,2015.0,5.0,1396.0,76531.0,88.7,884
18.49,2016.0,5.0,1197.0,63328.0,83.1,885
28.4,2018.0,5.0,1591.0,49364.0,121.3,886
24.39,2010.0,5.0,2987.0,29000.0,210.0,887
12.0,2012.0,5.0,1405.0,120000.0,70.0,888
24.3,2010.0,5.0,1086.0,63076.0,62.1,889
22.0,2009.0,5.0,1495.0,80000.0,94.0,890
16.0,2017.0,5.0,1198.0,8300.0,86.7,891
20.14,2013.0,5.0,1461.0,80000.0,108.4,892
19.0,2017.0,5.0,1199.0,86605.0,88.7,893
19.01,2017.0,5.0,1197.0,93533.0,81.8,894
22.41,2014.0,5.0,1197.0,96999.0,82.8,895
15.1,2012.0,5.0,1199.0,59823.0,76.8,896
20.73,2008.0,5.0,995.0,60000.0,62.0,897
16.0,2021.0,5.0,1199.0,9471.0,86.6,898
17.2,2011.0,5.0,796.0,72434.0,46.3,899
20.51,2015.0,5.0,1197.0,45083.0,82.0,900
22.7,2021.0,5.0,1199.0,10667.0,118.3,901
49.839999999999996,2015.0,5.0,1396.0,85000.0,88.7,902
11.67,2015.0,5.0,1497.0,38000.0,117.3,903
18.43,2019.0,5.0,1197.0,35954.0,81.8,904
26.6,2010.0,5.0,1086.0,120000.0,62.0,905
18.0,2018.0,5.0,1498.0,41050.0,99.6,906
14.8,2012.0,5.0,1197.0,70000.0,78.9,907
15.9,2021.0,5.0,1197.0,10000.0,81.8,908
24.7,2016.0,5.0,998.0,92670.0,65.7,909
24.7,2012.0,5.0,796.0,60000.0,46.3,910
14.28,2017.0,5.0,1582.0,84910.0,126.2,911
18.9,2022.0,5.0,999.0,4150.0,108.6,912
17.5,2017.0,5.0,1197.0,20000.0,81.8,913
18.12,2017.0,7.0,1493.0,48676.0,100.0,914
12.62,2018.0,5.0,1248.0,30100.0,74.0,915
23.64,2018.0,5.0,998.0,96295.0,65.7,916
22.07,2020.0,7.0,2393.0,103000.0,148.0,917
18.15,2018.0,5.0,1248.0,33000.0,88.5,918
18.0,2018.0,5.0,1582.0,11000.0,126.2,919
22.05,2012.0,5.0,1198.0,50000.0,90.0,920
26.6,2017.0,5.0,1498.0,50000.0,88.0,921
21.63,2017.0,5.0,1199.0,72000.0,88.7,922
19.01,2020.0,5.0,1199.0,11601.0,84.8,923
13.2,2021.0,5.0,1197.0,15045.0,88.5,924
13.96,2013.0,7.0,2179.0,120000.0,140.0,925
23.84,2017.0,5.0,1373.0,29119.0,91.1,926
17.0,2017.0,7.0,2179.0,55000.0,140.0,927
17.6,2022.0,7.0,1999.0,13000.0,197.1,928
16.0,2014.0,5.0,1968.0,85000.0,138.0,929
26.59,2016.0,5.0,998.0,30978.0,67.0,930
14.3,2014.0,5.0,1498.0,62000.0,89.8,931
24.04,2016.0,5.0,998.0,95441.0,55.9,932
14.82,2021.0,6.0,1451.0,25000.0,141.0,933
23.1,2021.0,5.0,1462.0,30000.0,103.2,934
21.72,2018.0,5.0,998.0,120000.0,58.1,935
20.4,2017.0,5.0,1497.0,49044.0,117.3,936
18.27,2018.0,5.0,1591.0,35000.0,121.3,937
19.81,2017.0,5.0,1496.0,55000.0,120.6,938
22.54,2017.0,5.0,796.0,98000.0,47.3,939
19.7,2018.0,5.0,796.0,61493.0,47.3,940
18.16,2015.0,5.0,1798.0,66362.0,138.0,941
20.68,2019.0,5.0,1197.0,20329.0,81.8,942
21.76,2018.0,5.0,1199.0,61000.0,88.7,943
18.9,2022.0,5.0,999.0,20000.0,113.9,944
15.29,2021.0,5.0,1898.0,65000.0,160.9,945
17.0,2018.0,7.0,2198.0,99000.0,158.0,946
21.4,2021.0,5.0,1497.0,19000.0,88.7,947
23.64,2010.0,5.0,1199.0,100000.0,73.9,948
14.23,2020.0,5.0,998.0,30000.0,118.3,949
21.4,2008.0,5.0,995.0,88046.0,62.0,950
20.7,2013.0,5.0,796.0,76653.0,47.3,951
19.1,2017.0,5.0,998.0,80000.0,58.1,952
37.24,2020.0,5.0,998.0,3500.0,67.0,953
18.2,2021.0,7.0,1462.0,50000.0,103.2,954
22.25,2008.0,5.0,1495.0,120000.0,94.0,955
13.5,2021.0,5.0,1451.0,18000.0,141.0,956
15.29,2021.0,4.0,1997.0,30000.0,150.0,957
16.35,2018.0,5.0,1199.0,40000.0,84.0,958
18.9,2017.0,5.0,1497.0,30000.0,121.3,959
17.6,2011.0,5.0,1496.0,66200.0,88.7,960
14.8,2017.0,7.0,1997.0,79282.0,140.0,961
21.4,2014.0,5.0,1248.0,86000.0,74.0,962
20.8,2016.0,5.0,1598.0,99715.0,103.5,963
22.05,2019.0,5.0,999.0,19361.0,67.0,964
