mileage,ano,seats,engine_capacity,kms_driven,max_power,resale_price_Lakh
15.04,2022.0,5.0,999.0,15920.0,71.0,7.51
18.6,2018.0,5.0,1196.0,70000.0,61.7,3.8
19.81,2018.0,5.0,1591.0,13000.0,121.3,7.99
18.9,2021.0,5.0,1197.0,6930.0,81.8,8.93
18.27,2018.0,5.0,1373.0,120000.0,91.1,4.5
22.0,2013.0,5.0,1198.0,62642.0,86.8,2.68
16.65,2015.0,7.0,2179.0,50000.0,140.0,9.0
18.9,2013.0,7.0,2982.0,105000.0,168.5,10.25
22.5,2020.0,5.0,999.0,40844.0,108.6,11.45
21.21,2015.0,5.0,1968.0,85000.0,187.7,18.9
13.2,2016.0,5.0,1199.0,96184.0,88.7,5.82
19.4,2018.0,5.0,1364.0,89891.0,67.0,4.87
16.0,2010.0,5.0,998.0,35762.0,67.1,1.45
17.88,2018.0,5.0,1199.0,108918.0,88.7,6.97
33.0,2011.0,5.0,1198.0,85000.0,73.9,2.35
21.1,2013.0,5.0,1798.0,41000.0,138.1,4.45
23.84,2017.0,5.0,1197.0,54407.0,83.1,5.36
23.0,2016.0,5.0,1598.0,90403.0,103.2,5.52
25.6,2019.0,5.0,1248.0,81000.0,88.5,10.0
18.9,2020.0,7.0,2694.0,25500.0,163.6,18.9
15.5,2012.0,7.0,2179.0,120000.0,140.0,5.5
17.4,2020.0,5.0,1497.0,43734.0,113.1,9.67
20.62,2011.0,5.0,1199.0,140000.0,75.0,2.25
21.7,2010.0,5.0,1197.0,30000.0,78.9,1.15
16.9,2018.0,7.0,1462.0,42000.0,103.2,8.25
21.9,2021.0,7.0,1996.0,33000.0,215.0,34.5
23.84,2014.0,5.0,1598.0,60000.0,102.5,5.6
15.8,2014.0,5.0,1591.0,54700.0,121.3,4.75
16.96,2019.0,5.0,1497.0,57167.0,121.3,7.75
23.0,2013.0,5.0,995.0,45000.0,62.1,1.9
28.4,2021.0,5.0,999.0,31433.0,67.0,3.92
22.7,2011.0,5.0,998.0,90000.0,67.1,1.45
14.99,2011.0,5.0,1197.0,80000.0,78.91,2.61
18.6,2011.0,5.0,1995.0,70000.0,177.0,14.23
17.41,2017.0,5.0,1591.0,70916.0,121.3,8.39
18.0,2006.0,5.0,1341.0,20000.0,81.86,1.25
13.96,2016.0,5.0,1591.0,80000.0,121.3,8.75
21.4,2020.0,5.0,1493.0,49017.0,113.4,15.75
19.7,2011.0,5.0,1197.0,100000.0,78.9,3.3
20.36,2014.0,7.0,2179.0,100000.0,140.0,4.5
24.97,2019.0,5.0,1956.0,44731.0,170.0,12.9
18.6,2020.0,5.0,1498.0,40000.0,119.3,11.75
21.5,2011.0,5.0,1197.0,60000.0,78.91,1.8
15.37,2017.0,5.0,1373.0,74557.0,91.1,6.65
21.79,2019.0,5.0,1462.0,40000.0,103.2,7.25
25.1,2018.0,5.0,1197.0,18185.0,83.1,5.41
16.0,2016.0,5.0,998.0,3200.0,67.0,4.35
22.05,2018.0,5.0,1582.0,55000.0,126.2,10.75
23.84,2014.0,5.0,1248.0,90000.0,74.0,3.5
17.5,2017.0,5.0,796.0,58647.0,47.3,3.12
22.74,2016.0,5.0,1373.0,37999.0,91.1,6.72
16.0,2014.0,5.0,1582.0,64000.0,126.3,6.25
12.0,2019.0,5.0,1197.0,25400.0,81.8,6.65
21.21,2017.0,5.0,1498.0,65000.0,108.6,9.7
15.2,2018.0,5.0,1591.0,40000.0,121.3,8.0
21.1,2021.0,5.0,1199.0,30146.0,118.3,9.09
17.88,2019.0,5.0,1197.0,47000.0,81.8,6.4
25.1,2011.0,5.0,1198.0,90000.0,90.0,2.85
19.4,2010.0,5.0,1197.0,89620.0,85.8,2.55
24.0,2020.0,5.0,1197.0,20000.0,81.8,6.91
27.0,2015.0,5.0,1497.0,79000.0,117.3,5.56
20.14,2022.0,5.0,1462.0,25535.0,103.2,9.19
14.11,2007.0,5.0,1086.0,85000.0,63.0,1.8
24.3,2019.0,7.0,1373.0,55395.0,91.1,9.85
16.2,2017.0,5.0,1197.0,38831.0,81.8,5.64
18.6,2020.0,5.0,1497.0,18551.0,121.3,8.76
17.8,2020.0,5.0,1197.0,17817.0,108.6,10.5
22.41,2013.0,5.0,1086.0,96144.0,68.0,2.13
11.36,2011.0,5.0,1497.0,110045.0,116.3,3.04
16.2,2019.0,5.0,999.0,37465.0,67.0,4.19
14.11,2016.0,5.0,1198.0,60000.0,73.7,5.2
16.0,2018.0,5.0,998.0,102089.0,58.1,4.21
18.9,2018.0,5.0,1197.0,18837.0,81.8,6.5
21.4,2012.0,5.0,1364.0,60269.0,103.88974615994809,4.12
19.6,2016.0,5.0,1498.0,46940.0,98.6,3.92
17.11,2012.0,5.0,1197.0,100000.0,85.8,3.2
21.79,2021.0,5.0,998.0,50000.0,58.3,5.53
20.45,2018.0,5.0,1373.0,27374.0,91.1,6.0
17.1,2017.0,5.0,999.0,62810.0,67.0,3.16
17.0,2017.0,5.0,1197.0,21520.0,81.8,5.12
24.3,2017.0,5.0,1197.0,50000.0,81.8,5.65
21.4,2012.0,5.0,1086.0,120000.0,68.0,2.0
18.0,2016.0,5.0,1197.0,60000.0,82.0,3.1
18.6,2019.0,5.0,998.0,52000.0,118.3,9.3
21.79,2018.0,5.0,1197.0,37000.0,81.8,7.9
36.553999999999995,2018.0,5.0,1968.0,53300.0,141.0,23.0
17.7,2013.0,5.0,1197.0,68178.0,82.0,4.2
19.4,2018.0,5.0,999.0,22982.0,67.0,3.28
16.1,2018.0,5.0,1197.0,66754.0,81.8,5.96
16.5,2005.0,5.0,1495.0,80000.0,94.0,0.5
27.39,2012.0,5.0,1198.0,41879.0,86.8,3.5
15.4,2016.0,7.0,2179.0,111269.0,140.0,6.59
18.0,2021.0,5.0,1498.0,15000.0,147.5,16.5
20.36,2017.0,5.0,796.0,68031.0,47.3,3.12
18.6,2015.0,5.0,814.0,65595.0,55.2,2.46
24.3,2018.0,5.0,1199.0,40330.0,84.0,4.19
28.4,2015.0,5.0,1248.0,130588.0,88.7,2.08
17.01,2017.0,5.0,1498.0,120000.0,97.9,7.5
15.8,2016.0,5.0,1197.0,40000.0,82.0,4.5
17.3,2010.0,5.0,1586.0,90000.0,103.3,1.6
17.0,2022.0,5.0,1497.0,300.0,117.6,14.99
16.2,2016.0,7.0,1198.0,80000.0,67.0,2.95
15.68,2017.0,5.0,1498.0,89000.0,98.9,6.75
18.0,2008.0,5.0,1497.0,150000.0,100.0,1.1
19.4,2013.0,5.0,1396.0,50000.0,88.7,4.75
18.0,2018.0,5.0,1199.0,24977.0,84.0,3.16
14.24,2018.0,5.0,1591.0,65148.0,121.3,9.34
22.0,2011.0,5.0,1968.0,116800.0,138.1,5.75
13.5,2018.0,5.0,1498.0,104521.0,98.9,7.2
15.26,2019.0,5.0,998.0,76003.0,67.0,4.18
20.3,2018.0,5.0,1248.0,81000.0,74.0,6.75
17.6,2015.0,5.0,1498.0,150000.0,89.8,4.0
15.1,2017.0,5.0,1498.0,45000.0,104.5,7.11
12.99,2017.0,5.0,1197.0,66561.0,81.8,6.32
19.7,2019.0,5.0,1956.0,30000.0,167.6,16.0
22.38,2014.0,5.0,1497.0,102662.0,117.3,5.2
21.4,2021.0,5.0,1451.0,29900.0,141.0,17.45
15.74,2019.0,5.0,1197.0,24499.0,83.1,8.23
16.24,2011.0,5.0,796.0,66153.0,46.3,1.66
21.56,2012.0,5.0,1197.0,65480.0,78.9,2.3
17.6,2022.0,5.0,998.0,9452.0,65.7,6.54
18.5,2022.0,5.0,1197.0,21248.0,81.8,10.69
21.21,2016.0,5.0,1199.0,38464.0,76.8,2.6
20.36,2019.0,5.0,1497.0,98199.0,108.5,7.11
15.0,2018.0,7.0,1196.0,30000.0,73.0,4.3
23.01,2012.0,5.0,998.0,86173.0,67.0,3.2
18.6,2015.0,5.0,1498.0,110000.0,98.6,6.3
18.3,2016.0,7.0,2179.0,50000.0,140.0,6.8
20.68,2016.0,5.0,1591.0,68240.0,121.3,7.95
19.2,2019.0,5.0,796.0,40000.0,47.3,3.2
22.25,2018.0,5.0,1199.0,31440.0,83.8,5.79
14.19,2009.0,5.0,1298.0,116302.0,85.8,1.3
20.51,2012.0,5.0,796.0,88342.0,47.3,2.32
23.4,2016.0,7.0,2179.0,80000.0,140.0,8.9
21.21,2020.0,8.0,2393.0,37000.0,148.0,19.95
23.0,2018.0,5.0,1197.0,16000.0,81.8,6.8
22.05,2022.0,4.0,2184.0,10000.0,130.0,16.4
22.0,2009.0,5.0,1197.0,81917.0,85.8,2.0
20.3,2018.0,5.0,1248.0,120000.0,88.5,6.5
18.0,2013.0,5.0,1198.0,39452.0,86.8,3.8
26.6,2014.0,5.0,1120.0,76164.0,70.0,3.44
15.6,2020.0,5.0,1047.0,50000.0,69.0,6.0
15.8,2015.0,5.0,1498.0,62859.0,88.8,4.3
23.7,2020.0,7.0,2199.0,60000.0,197.2,28.75
21.7,2018.0,5.0,1248.0,68000.0,88.5,7.25
24.3,2021.0,5.0,1199.0,10551.0,74.0,9.5
17.3,2017.0,5.0,1197.0,63899.0,81.8,5.56
18.6,2017.0,5.0,1198.0,66603.0,86.7,4.66
18.41,2015.0,5.0,1197.0,42266.0,88.5,5.27
21.1,2017.0,7.0,2755.0,33000.0,171.5,15.9
14.3,2017.0,8.0,1461.0,60000.0,83.8,4.9
24.3,2022.0,7.0,1353.0,10000.0,138.0,17.0
18.88,2021.0,7.0,2199.0,45000.0,197.2,27.5
17.6,2016.0,7.0,2179.0,75235.0,140.0,9.75
19.6,2010.0,5.0,998.0,90000.0,67.1,1.8
16.0,2019.0,5.0,1197.0,20000.0,83.1,6.5
25.2,2014.0,5.0,1461.0,81000.0,108.4,4.5
19.33,2015.0,5.0,1968.0,80000.0,174.3,13.95
16.55,2011.0,5.0,998.0,72580.0,67.0,2.5
17.8,2014.0,5.0,1461.0,88967.0,83.8,3.8
21.21,2017.0,5.0,1956.0,54857.0,170.0,11.25
25.44,2019.0,5.0,1198.0,28058.0,108.5,6.83
20.51,2016.0,5.0,1248.0,80000.0,88.5,6.4
9.8,2019.0,5.0,1248.0,54000.0,88.5,9.25
12.8,2017.0,5.0,1197.0,86825.0,83.1,5.78
23.0,2014.0,5.0,1198.0,69560.0,86.7,3.81
21.4,2021.0,5.0,1498.0,20000.0,119.3,13.5
17.3,2021.0,5.0,998.0,17000.0,67.0,5.75
14.11,2016.0,7.0,1462.0,97784.0,86.6,7.97
16.95,2007.0,5.0,1497.0,88332.0,78.0,1.38
18.9,2013.0,5.0,1198.0,66725.0,86.8,2.63
22.35,2019.0,5.0,1799.0,51319.0,139.4,16.3
15.41,2016.0,5.0,1248.0,60000.0,74.0,7.5
21.46,2016.0,7.0,1497.0,79061.0,117.3,8.14
36.553999999999995,2016.0,5.0,1497.0,70000.0,117.3,6.4
18.9,2014.0,5.0,1197.0,37000.0,78.9,2.39
21.7,2016.0,5.0,1197.0,21443.0,81.8,5.31
14.53,2018.0,5.0,1248.0,74221.0,88.5,7.04
17.4,2017.0,5.0,1248.0,80000.0,74.0,5.5
20.89,2011.0,5.0,1591.0,40017.0,121.3,3.46
20.36,2016.0,5.0,1591.0,52891.0,121.3,7.33
17.71,2009.0,5.0,1061.0,120000.0,57.5,0.65
24.3,2019.0,5.0,1956.0,40000.0,138.1,14.75
17.5,2015.0,5.0,1199.0,48000.0,74.0,4.85
23.5,2017.0,5.0,1999.0,55830.0,177.0,39.5
24.0,2014.0,5.0,1198.0,100000.0,86.7,3.9
32.52,2012.0,5.0,1198.0,62731.0,86.8,2.75
16.55,2016.0,5.0,1497.0,110941.0,117.3,7.09
25.2,2018.0,7.0,2755.0,60000.0,174.5,28.25
19.1,2017.0,5.0,1498.0,79000.0,108.4,4.44
18.6,2020.0,5.0,1086.0,32069.0,68.0,5.7
22.05,2013.0,5.0,1496.0,21647.0,88.7,4.75
17.0,2013.0,7.0,2179.0,100000.0,140.0,3.5
27.3,2013.0,7.0,2494.0,120000.0,100.0,10.85
23.1,2002.0,8.0,2446.0,295000.0,103.88974615994809,2.3
13.68,2012.0,5.0,796.0,165697.0,46.3,1.85
16.65,2013.0,5.0,1197.0,99624.0,88.5,2.77
19.01,2017.0,5.0,1197.0,53819.0,83.1,6.6
22.77,2014.0,5.0,1591.0,62000.0,121.3,5.95
20.52,2021.0,7.0,2179.0,55000.0,136.7,12.7
18.33,2021.0,5.0,999.0,14091.0,108.6,10.83
24.3,2016.0,5.0,1462.0,68742.0,103.2,6.35
21.1,2018.0,5.0,1582.0,65000.0,126.2,11.75
23.84,2009.0,5.0,1197.0,90000.0,78.91,1.5
18.3,2008.0,5.0,1061.0,50000.0,67.0,0.55
18.05,2015.0,5.0,1498.0,60000.0,103.2,7.1
21.4,2008.0,5.0,1197.0,126357.0,78.9,2.0
17.41,2015.0,5.0,1598.0,80759.0,103.5,4.65
20.73,2017.0,5.0,999.0,56000.0,67.0,3.1
20.73,2021.0,2.0,2956.0,30000.0,85.0,8.25
17.8,2016.0,5.0,1197.0,61939.0,81.8,4.76
28.09,2016.0,5.0,1199.0,80000.0,88.7,5.8
22.74,2019.0,5.0,1995.0,48579.0,188.0,30.0
18.88,2019.0,5.0,1395.0,33000.0,150.0,24.8
23.65,2019.0,5.0,799.0,14650.0,53.2,3.65
22.05,2018.0,5.0,1498.0,61285.0,104.5,6.99
24.39,2014.0,5.0,998.0,76800.0,67.0,2.67
19.3,2014.0,5.0,1248.0,120000.0,74.0,5.5
20.5,2019.0,5.0,1197.0,40000.0,81.8,5.4
16.5,2018.0,5.0,1498.0,72000.0,98.9,7.75
16.3,2017.0,5.0,796.0,58645.0,47.3,2.63
16.3,2020.0,5.0,1582.0,120000.0,126.2,10.0
20.51,2010.0,5.0,1196.0,120000.0,70.0,1.05
14.1,2017.0,5.0,1199.0,24205.0,84.0,4.5
20.36,2013.0,5.0,1198.0,74252.0,86.7,4.15
11.33,2014.0,5.0,998.0,80188.0,58.1,3.51
16.0,2012.0,5.0,1497.0,36000.0,116.3,4.45
16.8,2019.0,5.0,1591.0,26704.0,121.3,10.55
18.1,2021.0,5.0,1493.0,16000.0,98.6,10.25
23.4,2019.0,5.0,998.0,77260.0,65.7,4.69
18.16,2017.0,5.0,1248.0,58000.0,88.5,9.75
21.4,2002.0,5.0,993.0,80728.0,59.18,0.84
16.5,2019.0,5.0,1197.0,47575.0,81.8,6.55
17.7,2022.0,5.0,999.0,13000.0,113.9,14.5
18.5,2013.0,5.0,814.0,66846.0,55.2,1.9
21.21,2013.0,5.0,1598.0,50000.0,103.6,4.5
22.77,2023.0,4.0,0.0,10000.0,41.4,9.5
21.79,2016.0,5.0,1248.0,79772.0,88.5,5.61
13.68,2012.0,5.0,1995.0,70000.0,184.0,9.0
20.7,2011.0,5.0,1496.0,57187.0,88.7,2.6
24.39,2016.0,5.0,1461.0,60000.0,108.4,5.5
17.3,2018.0,5.0,1368.0,88621.0,160.0,12.81
17.2,2016.0,5.0,1248.0,90000.0,74.0,4.8
19.1,2022.0,5.0,1199.0,10801.0,86.8,9.0
22.9,2019.0,5.0,1995.0,18000.0,187.7,53.75
20.73,2017.0,5.0,1198.0,87852.0,86.7,4.04
12.0,2015.0,5.0,1498.0,100000.0,103.2,4.0
19.34,2014.0,5.0,936.0,110000.0,56.3,1.55
23.1,2017.0,5.0,998.0,58659.0,67.0,4.62
18.6,2012.0,5.0,3200.0,50000.0,303.7,10.0
20.36,2011.0,8.0,2494.0,154947.0,102.0,4.5
17.6,2018.0,5.0,1498.0,50000.0,98.9,9.75
19.1,2016.0,5.0,1197.0,27144.0,83.1,5.14
19.0,2020.0,7.0,1497.0,120000.0,120.9,10.0
18.9,2020.0,5.0,1984.0,36700.0,241.3,47.9
21.0,2021.0,5.0,0.0,10500.0,300.0,96.8
36.553999999999995,2012.0,5.0,1197.0,59000.0,78.9,3.49
23.95,2018.0,5.0,1197.0,10000.0,81.8,4.9
19.0,2010.0,5.0,1461.0,82124.0,65.0,1.45
16.94,2022.0,5.0,1197.0,10000.0,88.5,9.0
19.2,2017.0,5.0,1598.0,30000.0,103.2,7.0
20.52,2016.0,5.0,999.0,42000.0,67.0,2.46
24.04,2014.0,7.0,1462.0,84916.0,86.6,6.81
23.59,2010.0,5.0,1061.0,90000.0,67.0,1.65
14.69,2022.0,5.0,998.0,12860.0,65.7,5.11
17.05,2009.0,5.0,1798.0,75000.0,138.1,1.78
19.89,2014.0,5.0,1497.0,60000.0,117.3,6.3
20.0,2022.0,5.0,1197.0,10000.0,81.8,7.65
19.27,2017.0,5.0,1197.0,45000.0,78.9,4.9
21.1,2017.0,5.0,1248.0,80100.0,88.5,7.25
19.6,2016.0,7.0,1373.0,60000.0,91.1,7.0
13.5,2014.0,5.0,1396.0,134625.0,88.7,4.4
18.53,2017.0,5.0,1186.0,79192.0,73.9,5.16
18.9,2021.0,5.0,998.0,36430.0,58.3,5.37
22.07,2011.0,5.0,1968.0,90000.0,147.5,8.0
19.81,2015.0,5.0,1248.0,114000.0,74.0,3.45
15.1,2012.0,5.0,1197.0,70000.0,85.8,4.45
20.68,2021.0,7.0,1198.0,48869.0,67.0,5.73
15.43,2021.0,5.0,1197.0,10194.0,81.8,7.92
18.9,2018.0,5.0,1197.0,30076.0,81.8,6.71
21.01,2012.0,5.0,796.0,63748.0,47.3,1.99
17.8,2018.0,5.0,1497.0,9982.0,116.39,10.0
22.74,2015.0,5.0,1498.0,83296.0,98.6,4.19
20.45,2014.0,5.0,998.0,40659.0,67.0,4.5
18.2,2017.0,7.0,2393.0,104000.0,147.5,14.75
22.1,2022.0,6.0,1956.0,800.0,167.6,21.9
23.01,2019.0,6.0,1462.0,29430.0,103.2,9.32
15.8,2015.0,5.0,1498.0,74549.0,98.5,5.26
24.7,2019.0,5.0,1197.0,41000.0,81.8,4.95
26.2,2014.0,5.0,1968.0,60000.0,167.7,8.75
16.3,2018.0,5.0,1248.0,48627.0,88.5,7.87
23.1,2017.0,5.0,814.0,24695.0,55.2,2.93
12.9,2018.0,5.0,1199.0,70383.0,84.0,4.6
42.672,2021.0,5.0,1199.0,8973.0,88.7,8.62
11.24,2021.0,5.0,1199.0,12754.0,108.4,8.97
22.7,2016.0,5.0,1197.0,62000.0,83.1,4.89
20.89,2019.0,5.0,1956.0,96000.0,167.6,16.5
20.51,2017.0,5.0,1373.0,53735.0,91.1,6.5
17.8,2016.0,5.0,1373.0,114321.0,91.1,7.0
23.64,2018.0,5.0,1496.0,26844.0,105.5,7.08
19.33,2016.0,5.0,1248.0,110103.0,88.5,6.37
12.05,2013.0,5.0,796.0,30000.0,47.3,2.15
20.3,2014.0,5.0,1995.0,100000.0,184.0,10.5
18.6,2015.0,5.0,1248.0,70000.0,88.5,4.49
39.199999999999996,2019.0,5.0,796.0,42212.0,47.3,3.18
28.09,2018.0,5.0,998.0,54611.0,65.7,3.7
24.3,2020.0,5.0,0.0,55000.0,140.8,19.5
12.9,2010.0,5.0,1248.0,127533.0,73.9,2.28
26.6,2015.0,5.0,1248.0,100000.0,91.7,4.2
18.9,2010.0,5.0,1172.0,24374.0,64.11,1.15
23.84,2021.0,5.0,1956.0,29000.0,170.6,23.0
20.7,2022.0,5.0,1197.0,16325.0,68.0,7.27
22.69,2014.0,5.0,1797.0,21939.0,147.5,6.67
14.8,2014.0,5.0,998.0,74611.0,67.0,3.71
7.81,2021.0,5.0,1368.0,9000.0,160.0,16.25
18.19,2014.0,5.0,1197.0,59000.0,78.9,2.55
18.0,2017.0,7.0,4134.0,73000.0,335.2,58.0
26.68,2018.0,5.0,1368.0,34576.0,160.0,14.9
18.5,2010.0,5.0,1493.0,123776.0,110.0,2.83
22.07,2021.0,7.0,1498.0,54000.0,113.4,18.25
23.1,2014.0,5.0,1248.0,40000.0,74.0,5.3
17.6,2015.0,5.0,1196.0,59873.0,86.8,3.45
21.0,2015.0,5.0,1197.0,86423.0,83.1,4.26
17.1,2020.0,5.0,1353.0,36674.0,138.0,14.0
18.5,2008.0,5.0,1497.0,84000.0,78.0,1.5
19.7,2009.0,5.0,1197.0,100000.0,78.91,2.0
21.1,2017.0,5.0,1197.0,89411.0,81.8,5.57
21.72,2017.0,5.0,1498.0,48692.0,98.5,5.89
17.3,2016.0,5.0,998.0,47000.0,67.0,3.95
17.4,2019.0,8.0,2393.0,40000.0,147.8,17.5
20.5,2020.0,5.0,1197.0,20000.0,81.8,7.0
19.12,2016.0,5.0,998.0,33070.0,65.7,3.32
28.09,2005.0,5.0,993.0,96598.0,59.18,0.69
13.0,2017.0,7.0,1969.0,152000.0,235.0,45.5
20.08,2016.0,5.0,1197.0,86828.0,82.0,4.21
24.7,2014.0,5.0,1248.0,75000.0,74.0,4.8
18.0,2018.0,5.0,1373.0,70000.0,91.1,7.38
22.41,2013.0,5.0,1198.0,38329.0,76.0,3.89
13.4,2017.0,5.0,998.0,73582.0,67.0,4.42
16.5,2018.0,5.0,1197.0,45499.0,81.8,7.0
15.1,2022.0,5.0,999.0,12793.0,98.6,9.51
19.47,2011.0,5.0,1197.0,37647.0,78.9,2.06
16.8,2018.0,7.0,2179.0,186969.0,153.8,8.5
15.41,2015.0,5.0,1197.0,71050.0,82.0,3.4
18.6,2017.0,5.0,1199.0,28897.0,88.7,6.55
21.64,2015.0,5.0,1197.0,33231.0,82.0,4.4
16.0,2022.0,5.0,1197.0,10000.0,81.8,7.2
19.47,2017.0,7.0,1462.0,85677.0,86.6,7.46
17.99,2015.0,5.0,998.0,70356.0,67.0,2.87
21.21,2018.0,5.0,1197.0,70000.0,85.8,5.0
17.19,2023.0,4.0,1462.0,386.0,103.3,15.0
19.87,2022.0,5.0,999.0,16000.0,113.9,11.5
19.4,2020.0,5.0,1197.0,11124.0,81.8,5.87
12.99,2018.0,5.0,999.0,20000.0,67.0,3.2
22.05,2022.0,5.0,1353.0,10000.0,138.1,18.0
20.45,2016.0,5.0,1364.0,73671.0,67.0,4.18
36.553999999999995,2016.0,5.0,2993.0,50000.0,258.0,33.5
18.76,2022.0,5.0,1199.0,7900.0,118.3,11.45
19.03,2022.0,5.0,1462.0,5297.0,101.6,11.83
25.8,2023.0,7.0,999.0,5400.0,71.0,7.65
19.3,2022.0,5.0,1493.0,38390.0,113.4,19.5
20.3,2016.0,5.0,814.0,76516.0,55.2,2.84
20.0,2017.0,5.0,1461.0,48000.0,108.4,6.0
20.45,2022.0,5.0,1199.0,7767.0,84.8,8.75
20.51,2017.0,5.0,1197.0,26678.0,81.8,5.15
20.0,2014.0,5.0,1199.0,77000.0,73.9,5.1
21.1,2017.0,5.0,1086.0,50000.0,68.0,4.25
20.85,2019.0,7.0,2179.0,63425.0,152.8,11.81
17.1,2016.0,5.0,1995.0,30000.0,188.0,19.5
18.75,2022.0,5.0,1498.0,5000.0,108.4,14.9
20.14,2010.0,5.0,998.0,77635.0,67.1,1.25
25.1,2020.0,5.0,1197.0,60665.0,81.8,6.21
22.54,2017.0,5.0,1497.0,61216.0,117.3,7.78
13.96,2013.0,5.0,796.0,40000.0,47.3,1.07
23.4,2013.0,5.0,1461.0,100000.0,83.8,3.7
11.36,2008.0,5.0,998.0,120000.0,67.1,0.99
18.6,2018.0,5.0,1396.0,73000.0,88.7,9.25
12.0,2019.0,5.0,999.0,52138.0,67.0,3.8
20.45,2012.0,5.0,1598.0,90000.0,103.56,2.32
17.01,2019.0,5.0,796.0,16903.0,47.3,3.4
15.9,2015.0,5.0,998.0,61000.0,58.2,3.5
21.4,2007.0,5.0,1086.0,84169.0,103.88974615994809,1.5
21.1,2018.0,5.0,1956.0,60000.0,170.0,18.0
24.7,2017.0,5.0,998.0,50000.0,67.0,3.87
20.36,2018.0,7.0,2755.0,60000.0,174.5,32.5
20.7,2020.0,5.0,1086.0,49799.0,59.1,5.72
17.5,2022.0,5.0,2998.0,22000.0,335.2,92.0
13.68,2015.0,5.0,1498.0,50000.0,89.8,3.6
25.8,2017.0,5.0,1197.0,16679.0,81.8,5.02
23.84,2014.0,5.0,998.0,92739.0,67.0,3.15
13.0,2018.0,5.0,1496.0,46429.0,105.5,8.99
18.5,2021.0,5.0,1497.0,60222.0,88.7,7.42
20.36,2020.0,5.0,1199.0,32210.0,86.8,6.89
17.01,2010.0,7.0,2179.0,120000.0,120.0,4.25
23.95,2020.0,5.0,1199.0,50000.0,83.8,6.0
19.0,2015.0,5.0,1197.0,68000.0,81.8,5.7
23.1,2021.0,5.0,1197.0,14065.0,68.0,7.86
16.55,2018.0,5.0,1248.0,20000.0,88.5,9.5
9.2,2017.0,5.0,1248.0,121129.0,88.5,8.09
20.68,2015.0,5.0,2993.0,67000.0,270.8,36.5
23.84,2016.0,5.0,998.0,40000.0,58.1,3.5
18.9,2018.0,5.0,1197.0,27334.0,81.8,4.98
13.7,2017.0,5.0,1199.0,99555.0,84.0,3.99
18.9,2022.0,5.0,1197.0,10000.0,81.8,7.5
16.0,2016.0,5.0,1995.0,60001.0,190.0,27.5
17.03,2019.0,5.0,1197.0,55289.0,103.2,10.99
16.1,2014.0,5.0,1497.0,66000.0,117.3,6.75
17.74,2014.0,5.0,998.0,65187.0,65.7,2.92
17.52,2018.0,5.0,1198.0,14382.0,86.8,4.59
20.37,2010.0,5.0,1199.0,100000.0,73.9,3.6
20.36,2017.0,5.0,998.0,69359.0,67.0,3.85
27.3,2017.0,7.0,2179.0,60000.0,153.8,9.5
23.59,2022.0,5.0,1197.0,10000.0,81.8,7.5
17.4,2017.0,5.0,1956.0,40000.0,170.0,12.5
22.41,2013.0,5.0,1197.0,64000.0,82.8,3.85
20.7,2012.0,5.0,796.0,40181.0,46.3,2.3
15.1,2014.0,5.0,814.0,64538.0,55.2,2.66
26.2,2018.0,5.0,1498.0,75000.0,108.6,8.95
13.7,2014.0,7.0,1497.0,12500.0,117.3,3.5
19.7,2015.0,5.0,1497.0,56186.0,117.3,6.99
21.5,2011.0,5.0,1598.0,77372.0,103.5,4.5
21.4,2017.0,5.0,1373.0,62610.0,91.1,6.6
20.37,2021.0,5.0,1497.0,24000.0,113.1,11.5
23.9,2017.0,5.0,1248.0,62000.0,88.5,7.1
12.99,2016.0,5.0,1591.0,40000.0,121.3,8.0
24.39,2021.0,5.0,999.0,42662.0,113.9,14.5
23.01,2019.0,5.0,796.0,20344.0,47.3,3.6
24.39,2019.0,5.0,1497.0,31854.0,117.6,10.16
18.9,2019.0,5.0,1197.0,49500.0,81.8,6.45
16.2,2014.0,5.0,1197.0,70000.0,88.5,4.3
12.05,2010.0,5.0,1798.0,92000.0,157.8,4.9
21.4,2013.0,5.0,1198.0,54147.0,86.8,3.69
22.41,2014.0,7.0,2179.0,70000.0,140.0,4.5
20.36,2022.0,5.0,999.0,6731.0,113.9,13.87
24.0,2013.0,5.0,1497.0,58000.0,116.3,4.75
24.04,2017.0,5.0,1598.0,36024.0,103.2,7.13
17.4,2018.0,5.0,1197.0,73398.0,81.8,5.77
17.21,2012.0,5.0,1461.0,100000.0,84.8,2.8
18.9,2016.0,7.0,1997.0,80000.0,140.0,9.0
18.76,2022.0,5.0,999.0,20000.0,113.9,14.9
22.54,2019.0,6.0,1462.0,11000.0,103.2,11.65
22.41,2010.0,5.0,1086.0,80000.0,62.0,1.65
22.9,2017.0,5.0,1197.0,38773.0,81.8,6.18
18.0,2015.0,5.0,1197.0,57294.0,81.8,4.79
23.3,2018.0,5.0,1461.0,67000.0,83.8,9.75
16.25,2013.0,5.0,1198.0,80000.0,86.8,2.8
23.0,2014.0,8.0,2494.0,77766.0,100.6,9.53
20.0,2021.0,5.0,796.0,22928.0,47.3,4.17
18.6,2019.0,5.0,1461.0,40000.0,108.5,8.0
21.66,2014.0,7.0,1462.0,85406.0,86.6,6.71
17.4,2021.0,5.0,1462.0,40205.0,103.2,10.38
15.9,2022.0,5.0,999.0,6072.0,71.0,10.5
