mileage,ano,seats,engine_capacity,kms_driven,max_power,body_type_id,modelo_id,marca_id,city_id,insurance_id,owner_type_id,fuel_type_id
17.11,2014.0,5.0,1968.0,12000.0,174.3,8,88,0,4,0,1,1
21.4,2020.0,5.0,1197.0,40307.0,83.1,3,325,20,4,3,1,4
20.36,2011.0,5.0,1197.0,80000.0,78.9,3,2818,11,5,3,3,4
22.3,2012.0,5.0,1248.0,60000.0,74.0,3,1181,28,5,3,3,1
22.41,2021.0,5.0,1197.0,3734.0,88.5,8,2127,20,3,0,1,4
22.05,2022.0,5.0,796.0,29930.0,47.3,3,142,20,5,4,1,4
17.7,2018.0,5.0,1591.0,10635.0,121.3,8,2464,11,2,3,1,4
25.1,2014.0,5.0,1498.0,100000.0,98.6,8,570,10,5,3,3,1
19.62,2022.0,5.0,1995.0,15000.0,187.4,8,27,1,4,0,1,1
21.4,2018.0,5.0,1197.0,55176.0,83.1,3,323,20,4,0,1,4
21.5,2017.0,5.0,1497.0,150000.0,108.5,7,1539,28,11,3,1,1
16.8,2023.0,5.0,1497.0,7520.0,113.4,7,2004,15,9,0,1,4
15.4,2015.0,8.0,2179.0,85000.0,120.0,7,1959,19,11,0,1,1
12.0,2014.0,5.0,2354.0,57000.0,187.4,7,409,10,11,0,1,4
21.4,2019.0,5.0,1197.0,42641.0,83.1,3,325,20,8,0,1,4
14.11,2021.0,5.0,1984.0,19200.0,241.3,8,106,0,11,4,1,4
21.4,2018.0,5.0,1197.0,89242.0,83.1,3,320,20,7,4,1,4
18.5,2020.0,5.0,1194.0,32657.0,94.9,3,1006,9,4,3,1,4
18.9,2009.0,5.0,998.0,100000.0,67.1,3,2543,20,11,3,3,4
21.79,2019.0,5.0,998.0,24147.0,67.0,3,2534,20,9,0,1,4
17.4,2015.0,5.0,1497.0,90011.0,117.3,8,584,10,8,3,1,4
22.77,2016.0,5.0,1498.0,99233.0,98.5,7,813,9,6,3,1,1
25.24,2022.0,5.0,998.0,20000.0,65.7,3,457,20,5,3,1,4
18.9,2018.0,5.0,1197.0,20000.0,81.8,3,1056,11,5,3,3,4
21.72,2017.0,5.0,1498.0,120000.0,108.6,8,1750,27,4,3,1,1
20.45,2013.0,5.0,1461.0,171884.0,83.8,7,748,26,6,3,1,1
18.0,2014.0,5.0,1198.0,75565.0,86.7,8,250,10,2,0,3,4
21.66,2017.0,5.0,1498.0,100000.0,108.6,8,259,30,5,3,1,1
21.79,2013.0,5.0,998.0,28144.0,67.0,3,2534,20,6,0,1,4
18.9,2015.0,5.0,1197.0,60942.0,82.0,3,1058,11,2,3,1,4
17.32,2015.0,5.0,1968.0,60000.0,138.1,7,1702,0,5,3,3,1
12.6,2010.0,5.0,1798.0,70000.0,161.6,8,2061,27,2,3,0,4
21.56,2019.0,5.0,1462.0,32520.0,103.2,8,510,20,2,0,1,4
16.78,2014.0,5.0,1496.0,56000.0,88.7,8,921,29,9,3,1,4
18.0,2015.0,5.0,1497.0,55000.0,117.3,8,578,10,11,0,1,4
21.5,2018.0,5.0,1497.0,82449.0,108.5,7,1540,28,2,0,1,1
23.84,2016.0,5.0,1199.0,110000.0,84.0,3,2258,28,7,3,1,4
18.9,2019.0,5.0,1197.0,25504.0,81.8,3,1054,11,1,2,1,4
14.3,2019.0,5.0,1598.0,50000.0,103.2,8,1769,27,7,3,1,4
13.7,2013.0,5.0,1798.0,30000.0,157.7,8,2066,27,11,3,3,4
20.51,2015.0,5.0,998.0,84518.0,67.0,3,2542,20,5,0,1,4
17.6,2018.0,5.0,1582.0,71341.0,126.2,7,695,11,7,3,1,1
11.36,2019.0,7.0,2755.0,119000.0,171.5,4,1271,29,11,0,1,1
15.9,2016.0,5.0,1496.0,21000.0,120.6,7,801,9,2,0,3,4
18.6,2019.0,5.0,1197.0,51000.0,81.8,3,2840,11,5,0,3,4
0.0,2021.0,5.0,1997.0,15215.0,246.7,7,1820,16,9,0,1,1
20.89,2018.0,5.0,1197.0,123617.0,81.8,3,1148,20,5,0,1,4
18.49,2016.0,7.0,1493.0,38900.0,100.0,7,2204,19,12,0,3,1
20.45,2015.0,5.0,1461.0,150000.0,83.8,7,749,26,3,3,1,1
19.81,2013.0,5.0,1086.0,60000.0,68.0,3,2814,11,5,3,3,4
13.0,2017.0,5.0,1591.0,74511.0,121.3,7,701,11,2,4,4,4
12.4,2020.0,7.0,1996.0,87976.0,167.6,7,876,9,1,0,1,1
17.05,2016.0,5.0,1995.0,94724.0,184.0,7,2567,1,8,0,1,1
19.01,2014.0,5.0,1461.0,120000.0,108.4,7,739,26,6,3,1,1
21.1,2013.0,5.0,814.0,101046.0,55.2,3,780,11,12,3,3,4
22.38,2015.0,5.0,1197.0,52486.0,88.5,3,2165,20,2,0,3,4
17.57,2014.0,5.0,1193.0,120000.0,88.7,8,2804,28,8,3,1,4
14.24,2017.0,7.0,2755.0,90000.0,174.5,7,990,29,11,3,1,1
17.41,2019.0,5.0,1956.0,40000.0,167.6,7,1128,18,10,3,1,1
16.2,2017.0,5.0,1199.0,40480.0,74.0,3,1644,30,4,3,1,4
22.07,2014.0,5.0,1199.0,43000.0,73.9,3,1650,30,2,3,3,1
11.81,2010.0,5.0,1984.0,50245.0,221.3,7,1711,0,9,0,3,4
17.0,2018.0,5.0,1591.0,50000.0,121.3,8,2467,11,9,3,1,4
21.01,2016.0,5.0,1197.0,87000.0,81.8,3,334,20,5,0,1,4
22.38,2015.0,5.0,1197.0,32840.0,88.5,3,2165,20,1,3,3,4
22.38,2016.0,5.0,1197.0,25559.0,88.5,3,2180,20,11,0,1,4
14.53,2009.0,5.0,1794.0,57056.0,138.1,8,661,29,8,0,3,4
17.3,2014.0,7.0,1497.0,59000.0,117.3,4,1475,10,7,3,1,4
18.9,2014.0,5.0,1197.0,58630.0,82.0,3,1068,11,2,0,1,4
0.0,2022.0,5.0,1493.0,20000.0,98.6,7,2022,15,2,3,1,1
21.14,2015.0,5.0,1498.0,99484.0,103.5,8,1752,27,10,3,1,1
19.4,2012.0,5.0,1198.0,59321.0,86.8,3,392,10,5,0,1,4
24.3,2016.0,5.0,1248.0,54000.0,88.5,7,2482,20,12,0,1,1
14.28,2015.0,5.0,1798.0,59985.0,138.0,8,674,29,5,3,3,4
18.2,2021.0,5.0,998.0,975000.0,118.3,7,2035,15,9,3,1,4
19.81,2011.0,5.0,1086.0,30000.0,68.0,3,2814,11,2,3,1,4
19.81,2011.0,5.0,1086.0,62237.0,68.0,3,2816,11,12,3,1,4
18.15,2016.0,5.0,1198.0,66000.0,82.0,7,1323,19,9,3,3,4
19.87,2013.0,5.0,1461.0,75123.0,83.8,7,749,26,8,3,1,1
18.6,2022.0,5.0,1199.0,45483.0,88.7,8,245,10,12,0,1,4
21.21,2019.0,5.0,1197.0,25000.0,81.8,8,2102,20,11,4,1,4
17.8,2016.0,5.0,1497.0,79394.0,117.3,8,584,10,1,3,1,4
0.0,2021.0,5.0,1493.0,80000.0,98.6,7,2025,15,2,3,1,1
19.47,2022.0,5.0,999.0,10000.0,113.9,8,2015,27,10,3,1,4
18.15,2016.0,6.0,1198.0,30901.0,82.0,7,1319,19,2,2,4,4
24.0,2013.0,5.0,1120.0,100000.0,70.0,3,1066,11,0,3,3,1
17.4,2015.0,5.0,1497.0,92675.0,117.3,8,582,10,10,3,3,4
16.8,2019.0,5.0,1497.0,41405.0,116.3,8,558,10,6,3,1,4
11.67,2021.0,6.0,1451.0,25000.0,141.0,7,1120,18,5,3,1,4
16.35,2021.0,5.0,1199.0,60000.0,118.3,7,1583,28,9,3,1,4
16.5,2022.0,5.0,1199.0,10000.0,88.5,7,2496,10,11,3,1,4
20.68,2016.0,5.0,1995.0,57000.0,188.0,7,2568,1,12,0,3,1
17.8,2016.0,5.0,1497.0,47575.0,117.3,8,585,10,5,0,1,4
14.84,2019.0,5.0,1598.0,39243.0,103.2,8,1758,27,2,0,3,4
21.21,2015.0,5.0,1197.0,68120.0,81.8,3,2165,20,2,3,1,4
18.9,2017.0,5.0,1197.0,99302.0,81.8,3,1054,11,1,3,1,4
14.6,2011.0,5.0,1368.0,70000.0,112.0,8,1409,7,5,3,4,4
17.33,2021.0,5.0,1199.0,44641.0,118.3,7,1552,28,7,0,1,4
18.6,2018.0,5.0,1197.0,60000.0,81.8,3,2832,11,8,3,3,4
18.7,2018.0,5.0,1199.0,60000.0,88.7,3,1280,10,2,3,1,4
24.76,2022.0,5.0,998.0,15689.0,65.7,3,1844,20,11,3,1,4
17.57,2022.0,5.0,1199.0,9890.0,118.3,7,1563,28,2,0,1,4
16.3,2015.0,5.0,1797.0,57000.0,147.5,8,860,11,5,3,1,4
18.6,2015.0,5.0,1197.0,88200.0,81.8,3,2888,11,6,3,1,4
19.01,2012.0,5.0,1461.0,43789.0,108.4,7,743,26,2,0,1,1
22.74,2013.0,5.0,796.0,47928.0,47.3,3,148,20,2,0,1,4
15.4,2017.0,7.0,1997.0,31000.0,120.0,7,1938,19,5,0,1,1
16.35,2021.0,5.0,1199.0,47945.0,118.3,7,1577,28,11,3,1,4
17.71,2015.0,5.0,1197.0,61000.0,78.9,3,925,29,12,0,1,4
18.9,2013.0,5.0,998.0,91405.0,67.1,3,2542,20,7,0,1,4
16.5,2019.0,5.0,1353.0,49000.0,138.0,7,1990,15,8,0,1,4
16.0,2017.0,7.0,2179.0,41000.0,138.0,7,2675,19,2,0,1,1
16.95,2013.0,5.0,1197.0,91279.0,78.9,3,2828,11,2,0,3,4
21.74,2021.0,5.0,999.0,4602.0,67.0,3,1338,26,12,3,1,4
17.03,2022.0,5.0,1462.0,20000.0,103.2,7,2478,20,8,3,1,4
13.47,2022.0,5.0,1984.0,20000.0,245.5,7,1722,0,7,3,1,4
11.57,2012.0,7.0,2179.0,80000.0,138.1,7,1505,28,8,3,1,1
14.53,2010.0,5.0,1798.0,70000.0,138.1,8,671,29,12,0,1,4
17.0,2009.0,5.0,1197.0,84517.0,78.91,3,2861,11,10,2,3,4
18.9,2018.0,5.0,1197.0,63000.0,81.8,3,1049,11,5,0,1,4
18.0,2019.0,5.0,1969.0,38000.0,190.0,8,1864,31,11,0,1,1
18.5,2014.0,5.0,1197.0,61901.0,85.8,3,1800,20,6,3,1,4
22.05,2020.0,5.0,796.0,50000.0,47.3,3,138,20,12,3,1,4
17.4,2014.0,5.0,1497.0,90000.0,117.3,8,581,10,11,3,1,4
22.7,2017.0,5.0,799.0,32419.0,53.6,3,1785,6,7,3,1,4
25.24,2021.0,5.0,998.0,10000.0,65.7,3,481,20,6,3,1,4
28.4,2018.0,5.0,1248.0,70690.0,74.0,3,2086,20,2,0,1,1
17.32,2017.0,5.0,1968.0,79329.0,138.1,7,1700,0,8,3,3,1
18.15,2016.0,6.0,1198.0,38004.0,82.0,7,1319,19,5,0,1,4
23.01,2019.0,5.0,999.0,5083.0,67.0,3,1341,26,2,3,3,4
23.84,2018.0,5.0,1199.0,51903.0,84.0,3,2255,28,1,3,1,4
12.05,2013.0,8.0,2179.0,100000.0,120.0,7,1979,19,4,3,4,1
11.57,2014.0,7.0,2179.0,67959.0,138.1,7,1505,28,7,2,3,1
21.7,2020.0,5.0,998.0,16473.0,65.7,3,1849,20,4,0,1,4
18.0,2019.0,5.0,1497.0,61000.0,117.6,8,591,10,1,0,1,4
22.41,2020.0,5.0,1197.0,120000.0,88.5,8,2127,20,8,3,1,4
20.36,2010.0,5.0,1197.0,80000.0,78.9,3,2826,11,0,3,4,4
17.05,2013.0,5.0,1995.0,120000.0,184.0,7,2570,1,11,3,1,1
17.0,2012.0,5.0,1499.0,70000.0,107.51,8,963,9,10,3,0,4
21.7,2019.0,5.0,998.0,40000.0,65.7,3,1842,20,10,3,1,4
18.12,2016.0,5.0,1995.0,120000.0,190.0,8,31,1,12,3,3,1
18.0,2017.0,5.0,1497.0,43713.0,117.6,8,591,10,12,3,1,4
13.96,2020.0,5.0,1451.0,20000.0,141.0,7,1126,18,7,3,1,4
19.4,2016.0,5.0,1198.0,49000.0,86.8,3,392,10,11,0,1,4
20.73,2017.0,5.0,1373.0,65200.0,91.1,8,528,20,12,0,1,4
20.36,2012.0,5.0,1197.0,73665.0,78.9,3,2824,11,7,3,1,4
17.0,2018.0,5.0,1591.0,70000.0,121.3,8,2467,11,12,3,4,4
22.61,2020.0,5.0,1197.0,46000.0,88.5,8,2139,20,5,0,1,4
16.0,2015.0,7.0,2179.0,46745.0,140.0,7,2697,19,6,4,1,1
20.45,2019.0,5.0,1461.0,53738.0,108.5,7,1360,23,7,0,1,1
26.21,2017.0,5.0,1248.0,76000.0,88.5,8,530,20,11,3,1,1
20.04,2022.0,5.0,1462.0,20000.0,103.2,8,508,20,7,3,1,4
19.0,2018.0,5.0,1199.0,64374.0,88.7,3,1277,10,2,1,1,4
19.81,2011.0,5.0,1086.0,56890.0,68.0,3,2820,11,6,0,1,4
23.01,2017.0,5.0,999.0,17440.0,67.0,3,1331,26,12,2,1,4
18.5,2019.0,5.0,1197.0,69158.0,82.8,3,2862,11,12,0,1,4
17.6,2011.0,5.0,1496.0,66479.0,88.7,8,939,29,5,0,3,4
25.2,2016.0,5.0,1248.0,50000.0,74.0,3,2159,20,1,3,1,1
18.2,2007.0,5.0,998.0,150000.0,67.1,3,2783,20,8,3,3,4
22.32,2014.0,5.0,1582.0,76000.0,126.3,8,2420,11,8,0,3,1
19.12,2017.0,5.0,1373.0,68000.0,91.1,8,496,20,11,0,1,4
19.5,2019.0,5.0,1199.0,10000.0,88.7,8,201,10,8,3,1,4
20.73,2018.0,5.0,1373.0,61000.0,91.1,8,497,20,1,3,1,4
19.1,2016.0,5.0,1197.0,80000.0,82.0,8,2747,11,5,3,4,4
0.0,2022.0,5.0,0.0,31670.0,73.7,8,2292,28,10,2,1,2
18.6,2018.0,5.0,1197.0,29106.0,81.8,3,2834,11,8,2,1,4
18.75,2021.0,5.0,999.0,17841.0,71.0,7,1429,23,2,0,3,4
11.36,2017.0,7.0,2755.0,88000.0,171.5,4,1271,29,11,0,3,1
18.9,2016.0,5.0,1197.0,52000.0,82.0,3,1086,11,5,0,1,4
19.0,2018.0,5.0,1194.0,62585.0,94.6,3,1008,9,2,3,3,4
0.0,2022.0,6.0,1482.0,60000.0,157.8,4,429,15,6,3,1,4
18.9,2016.0,5.0,1197.0,97522.0,82.0,3,1086,11,4,3,3,4
16.47,2015.0,5.0,1198.0,27000.0,74.0,3,1644,30,11,0,3,4
15.6,2012.0,5.0,1497.0,43856.0,116.3,8,555,10,12,0,1,4
14.7,2015.0,5.0,1496.0,63000.0,120.6,7,802,9,11,0,3,4
15.1,2014.0,7.0,2179.0,59618.0,140.0,7,2691,19,2,0,1,1
21.66,2017.0,5.0,1498.0,78752.0,108.6,8,259,30,2,0,3,1
15.1,2019.0,7.0,2179.0,80000.0,152.8,7,2686,19,9,3,1,1
20.7,2019.0,5.0,1197.0,38010.0,81.8,3,1073,11,7,0,1,4
24.39,2018.0,5.0,998.0,66286.0,65.7,3,161,20,5,3,1,4
21.01,2020.0,5.0,1197.0,40307.0,81.8,3,344,20,4,3,1,4
18.9,2012.0,5.0,998.0,70388.0,67.1,3,2542,20,12,3,3,4
20.92,2011.0,5.0,998.0,15857.0,67.1,3,154,20,5,3,1,4
21.4,2016.0,5.0,1197.0,38602.0,83.1,3,323,20,5,3,1,4
16.0,2018.0,5.0,1368.0,69510.0,160.7,7,612,14,8,2,1,4
18.9,2017.0,5.0,1197.0,38612.0,81.8,3,1054,11,9,0,1,4
19.33,2020.0,5.0,1199.0,8000.0,86.8,3,175,28,6,3,1,4
18.1,2022.0,6.0,1493.0,50000.0,113.4,7,122,11,5,3,1,1
23.0,2019.0,5.0,1498.0,70000.0,98.9,7,829,9,5,3,3,1
20.36,2010.0,5.0,1197.0,66000.0,78.9,3,2826,11,2,0,1,4
22.41,2010.0,5.0,1197.0,43271.0,88.5,8,2107,20,7,3,1,4
0.0,2020.0,5.0,1497.0,19649.0,113.1,7,723,11,4,3,1,4
17.42,2018.0,5.0,2993.0,39000.0,261.4,8,40,1,5,3,3,1
18.9,2014.0,5.0,1197.0,49000.0,82.0,3,1058,11,2,0,1,4
19.4,2014.0,5.0,1198.0,84000.0,86.8,3,392,10,7,3,1,4
25.17,2018.0,5.0,799.0,13568.0,53.3,3,1355,26,5,3,1,4
20.5,2020.0,5.0,998.0,789.0,98.6,8,298,11,10,3,1,4
20.09,2022.0,5.0,1199.0,29607.0,86.6,7,1683,28,4,3,1,4
20.5,2012.0,5.0,1598.0,90000.0,103.5,8,1773,27,12,3,1,1
16.35,2021.0,5.0,1199.0,24218.0,118.3,7,1581,28,8,4,1,4
17.5,2018.0,5.0,1199.0,34000.0,88.7,7,2500,10,11,3,1,4
13.5,2012.0,7.0,2477.0,120000.0,175.5,7,1626,22,11,3,1,1
28.4,2017.0,5.0,1248.0,83204.0,74.0,8,2118,20,7,3,1,1
16.47,2011.0,5.0,1198.0,90000.0,73.9,3,1665,30,1,3,4,4
20.36,2013.0,5.0,1197.0,56000.0,78.9,3,2818,11,1,3,1,4
21.1,2010.0,5.0,1248.0,60818.0,73.9,3,1798,20,12,2,1,1
18.9,2017.0,5.0,1197.0,33123.0,81.8,3,1052,11,11,3,4,4
25.1,2018.0,5.0,1248.0,98000.0,88.5,7,1879,20,2,0,1,1
17.8,2017.0,5.0,1497.0,53295.0,117.3,8,584,10,2,0,3,4
19.3,2015.0,5.0,1968.0,100000.0,141.0,8,1605,27,11,3,1,1
26.6,2016.0,5.0,998.0,80000.0,58.1,3,2521,20,1,3,3,0
20.3,2020.0,5.0,1199.0,10000.0,83.8,8,2304,28,7,3,1,4
15.2,2022.0,4.0,2184.0,12338.0,130.0,7,2245,19,2,0,1,1
21.21,2021.0,5.0,1197.0,30000.0,81.8,3,2165,20,2,3,3,4
18.49,2016.0,7.0,1493.0,94469.0,100.0,7,2203,19,2,3,3,1
13.0,2017.0,5.0,1591.0,45099.0,121.3,7,701,11,11,0,1,4
18.0,2014.0,5.0,1497.0,60000.0,117.3,8,579,10,7,3,1,4
25.44,2012.0,5.0,936.0,60000.0,57.6,3,351,3,5,3,1,1
24.39,2014.0,5.0,998.0,38313.0,65.7,3,161,20,7,3,1,4
14.1,2015.0,7.0,2179.0,72828.0,148.0,7,1891,28,10,2,1,1
21.19,2020.0,5.0,1497.0,80000.0,108.4,7,1567,28,1,3,1,1
16.8,2013.0,5.0,1497.0,83446.0,116.3,8,557,10,7,0,1,4
23.2,2010.0,5.0,1248.0,57385.0,73.9,3,1798,20,7,3,1,1
17.05,2017.0,5.0,1995.0,52000.0,184.0,7,2567,1,5,0,3,1
15.63,2015.0,5.0,1499.0,98459.0,110.4,7,820,9,4,0,3,4
25.24,2021.0,5.0,998.0,9521.0,65.7,3,451,20,5,3,1,4
17.01,2011.0,5.0,1591.0,50000.0,121.3,8,2423,11,9,3,3,4
14.7,2009.0,5.0,1198.0,80000.0,70.0,3,943,27,5,3,0,4
19.89,2022.0,5.0,1462.0,10000.0,101.6,7,383,20,7,3,1,4
15.0,2010.0,5.0,1086.0,117622.0,66.6,3,1027,11,6,2,1,4
16.8,2022.0,5.0,1497.0,14000.0,113.4,7,1993,15,5,0,1,4
17.03,2021.0,5.0,1462.0,20000.0,103.2,7,2337,29,1,3,1,4
18.0,2015.0,5.0,1198.0,41754.0,86.7,8,222,10,9,3,3,4
16.82,2022.0,5.0,1197.0,22162.0,108.6,7,2643,19,1,3,1,4
14.28,2016.0,5.0,1798.0,10000.0,138.0,8,673,29,5,3,1,4
23.84,2019.0,5.0,1199.0,75000.0,84.0,3,2259,28,1,0,1,4
21.1,2015.0,5.0,814.0,98204.0,55.2,3,776,11,4,4,1,4
18.9,2011.0,5.0,998.0,38412.0,67.1,3,2518,20,11,3,1,4
22.05,2021.0,5.0,796.0,30000.0,47.3,3,150,20,3,3,1,4
25.24,2019.0,5.0,998.0,35564.0,65.7,3,474,20,7,0,3,4
12.9,2020.0,7.0,2755.0,60000.0,174.5,7,984,29,10,3,1,1
17.5,2017.0,5.0,1199.0,32037.0,88.7,7,2500,10,11,0,3,4
19.01,2022.0,7.0,1462.0,32363.0,103.2,4,895,20,7,2,1,4
14.8,2012.0,5.0,1799.0,90000.0,130.2,8,602,10,9,3,3,4
26.3,2012.0,5.0,998.0,54758.0,67.1,3,2784,20,6,3,3,0
17.0,2009.0,5.0,1497.0,77880.0,116.39,8,541,10,6,2,1,4
17.4,2018.0,5.0,1497.0,70000.0,117.6,8,595,10,8,3,1,4
16.8,2013.0,5.0,1497.0,80000.0,116.3,8,547,10,5,3,1,0
25.5,2017.0,5.0,1498.0,66559.0,98.6,7,2498,10,8,2,1,1
19.81,2010.0,5.0,1086.0,40000.0,68.0,3,2819,11,10,3,3,4
12.62,2016.0,7.0,2198.0,101000.0,158.0,7,863,9,7,3,1,1
21.1,2016.0,5.0,814.0,65739.0,55.2,3,776,11,5,3,1,4
14.7,2012.0,5.0,1150.0,100000.0,76.0,3,305,3,11,3,1,4
13.96,2020.0,5.0,1451.0,58000.0,141.0,7,1126,18,1,0,1,4
20.36,2009.0,5.0,1197.0,58339.0,78.9,3,2822,11,8,2,1,4
15.73,2015.0,5.0,1968.0,45000.0,174.3,7,1697,0,9,0,1,1
21.79,2020.0,5.0,998.0,50000.0,67.0,3,2534,20,10,3,1,4
18.76,2022.0,5.0,1462.0,15440.0,103.2,7,2479,20,7,3,1,4
22.1,2017.0,5.0,1396.0,48752.0,88.7,7,682,11,9,0,3,1
20.7,2022.0,5.0,998.0,17197.0,98.6,3,1085,11,4,3,1,4
19.5,2014.0,5.0,1582.0,60000.0,126.2,8,858,11,1,0,1,1
21.72,2017.0,5.0,1498.0,53282.0,108.6,8,1750,27,12,3,3,1
22.9,2012.0,5.0,1248.0,125267.0,74.0,3,2157,20,12,2,1,1
22.32,2012.0,5.0,1582.0,90000.0,126.3,8,2422,11,5,3,1,1
12.0,2021.0,7.0,2393.0,48246.0,148.0,4,1236,29,2,0,1,1
20.51,2013.0,5.0,998.0,50000.0,67.0,3,2542,20,9,3,1,4
19.81,2016.0,5.0,1086.0,101623.0,68.0,3,2821,11,1,0,1,4
20.36,2009.0,5.0,1197.0,137062.0,78.9,3,2822,11,8,2,1,4
20.51,2014.0,5.0,998.0,79204.0,67.0,3,2542,20,6,0,3,4
17.03,2021.0,5.0,1462.0,10000.0,103.2,7,2487,20,2,3,1,4
20.14,2016.0,5.0,1498.0,150000.0,88.0,3,1646,30,0,3,1,1
19.12,2018.0,5.0,1373.0,57986.0,91.1,8,494,20,9,0,1,4
17.33,2021.0,5.0,1199.0,56749.0,118.3,7,1564,28,11,0,1,4
19.01,2013.0,5.0,1461.0,80000.0,108.5,7,2221,23,10,3,3,1
14.4,2012.0,5.0,1598.0,52000.0,103.6,8,2368,30,2,0,1,4
18.4,2021.0,5.0,1493.0,58000.0,98.6,7,2033,15,1,0,1,1
19.1,2014.0,5.0,1197.0,70000.0,85.8,8,2107,20,5,3,3,4
23.2,2014.0,5.0,1248.0,75000.0,73.9,3,1798,20,2,0,3,1
18.6,2016.0,5.0,1197.0,168120.0,85.8,3,2149,20,5,3,1,4
18.3,2021.0,5.0,1199.0,15173.0,88.7,8,228,10,11,0,3,4
22.05,2014.0,5.0,796.0,52946.0,47.3,3,138,20,7,3,3,4
14.08,2022.0,6.0,1956.0,4801.0,167.6,7,1521,28,5,0,1,1
22.41,2012.0,5.0,1197.0,75395.0,88.5,8,2121,20,6,3,1,4
26.08,2021.0,7.0,1462.0,14000.0,91.1,4,888,20,11,3,1,0
19.34,2018.0,7.0,1462.0,57000.0,103.0,4,900,20,4,3,1,4
17.8,2016.0,5.0,1497.0,87000.0,117.3,8,583,10,12,3,1,4
13.96,2019.0,5.0,1451.0,42000.0,141.0,7,1126,18,7,3,1,4
20.89,2022.0,5.0,1197.0,4108.0,81.8,3,1160,20,5,3,3,4
19.1,2015.0,5.0,1197.0,40000.0,82.0,8,2732,11,8,3,1,4
0.0,2020.0,5.0,1984.0,19000.0,187.7,7,1695,0,11,0,1,4
14.53,2010.0,5.0,1798.0,50000.0,138.1,8,668,29,9,3,1,4
16.47,2014.0,5.0,1198.0,106075.0,74.0,3,1644,30,4,3,1,4
18.48,2011.0,5.0,1995.0,83000.0,177.0,8,30,1,5,3,3,1
18.0,2015.0,5.0,1198.0,59000.0,86.7,8,222,10,5,3,1,4
19.7,2012.0,5.0,796.0,22124.0,46.3,3,169,20,4,3,3,4
17.0,2017.0,5.0,1591.0,68196.0,121.3,8,2462,11,1,3,3,4
22.35,2022.0,5.0,1197.0,10000.0,88.5,3,1037,29,11,3,1,4
26.49,2022.0,5.0,1199.0,10629.0,72.4,8,2302,28,11,4,1,0
23.01,2017.0,5.0,999.0,50000.0,67.0,3,1340,26,8,3,1,4
26.49,2022.0,5.0,1199.0,20000.0,72.0,3,2271,28,4,3,1,0
14.53,2010.0,5.0,1798.0,100000.0,138.0,8,655,29,5,3,4,0
17.92,2008.0,5.0,1086.0,110000.0,62.1,3,1927,11,11,3,2,4
27.4,2018.0,5.0,1498.0,63000.0,98.6,8,230,10,7,3,1,1
21.4,2017.0,5.0,1197.0,42531.0,83.1,3,323,20,6,0,1,4
20.0,2010.0,5.0,1399.0,90000.0,68.0,3,973,9,7,3,1,1
18.7,2016.0,5.0,1199.0,38693.0,88.7,3,1280,10,8,3,1,4
15.1,2014.0,7.0,2179.0,96302.0,140.0,7,2700,19,7,0,1,1
17.88,2021.0,5.0,1498.0,16500.0,147.5,7,2212,30,4,0,1,4
20.0,2021.0,5.0,999.0,26387.0,98.6,7,1423,23,10,4,1,4
18.0,2015.0,5.0,1198.0,102249.0,86.7,8,222,10,4,0,3,4
16.3,2018.0,5.0,1956.0,60000.0,170.0,7,627,14,6,3,1,1
17.5,2011.0,5.0,1298.0,71224.0,85.8,8,2130,20,5,0,1,4
13.38,2020.0,5.0,2993.0,60640.0,261.5,7,2593,1,1,0,1,1
17.8,2018.0,5.0,1198.0,29000.0,86.7,8,249,10,11,0,1,4
26.6,2013.0,5.0,998.0,66000.0,58.1,3,2521,20,11,0,1,0
26.68,2015.0,5.0,998.0,91200.0,65.7,3,452,20,11,0,1,4
20.51,2014.0,5.0,998.0,120000.0,67.0,3,2518,20,1,3,3,4
8.5,2019.0,5.0,1984.0,58000.0,248.0,7,1721,0,4,0,1,4
20.89,2019.0,5.0,1197.0,29558.0,81.8,3,1148,20,5,4,1,4
19.4,2013.0,5.0,1198.0,68943.0,86.8,3,392,10,9,3,1,4
24.3,2018.0,5.0,1248.0,34970.0,88.5,7,2475,20,8,3,1,1
23.03,2016.0,5.0,1396.0,120000.0,69.0,8,1196,28,7,3,3,1
18.7,2016.0,5.0,1199.0,75771.0,88.7,3,1275,10,2,3,3,4
22.0,2020.0,5.0,999.0,11662.0,67.0,3,1335,26,2,4,3,4
21.1,2015.0,5.0,814.0,13560.0,55.2,3,780,11,11,0,3,4
20.5,2012.0,5.0,1598.0,94999.0,103.5,8,1774,27,7,3,1,1
32.52,2021.0,5.0,998.0,25000.0,58.3,3,2507,20,5,0,1,0
21.79,2020.0,5.0,998.0,9739.0,67.0,3,2517,20,6,3,1,4
16.0,2010.0,5.0,1198.0,97943.0,90.0,3,1287,10,5,3,1,4
18.24,2021.0,5.0,999.0,16082.0,98.6,7,1374,26,2,3,1,4
26.6,2023.0,5.0,1462.0,13000.0,86.6,7,1044,20,5,0,1,0
20.3,2019.0,5.0,1086.0,67988.0,68.0,3,1912,11,4,0,1,4
21.4,2017.0,5.0,1197.0,101863.0,83.1,3,325,20,7,3,4,4
18.9,2018.0,5.0,1197.0,30000.0,81.8,3,1054,11,2,3,1,4
25.24,2015.0,5.0,998.0,39613.0,65.7,3,474,20,2,3,1,4
