full_name,registered_year,engine_capacity,insurance,transmission_type,kms_driven,owner_type,fuel_type,max_power,seats,mileage,body_type,city,resale_price_Lakh,ano,marca,modelo,fuel_type_id,owner_type_id,insurance_id,city_id,marca_id,modelo_id,body_type_id,transmission_type_id
2016 Maruti Ertiga VXI CNG,Jul 2016,1462.0,Comprehensive,Manual,97784.0,First Owner,CNG,86.6,7.0,26.11,MUV,Mumbai,7.97,2016.0,Maruti,Ertiga VXI CNG,0,1,0,11,20,899,4,1
2007 Honda City GXi,Feb 2007,1497.0,Not Available,Manual,88332.0,Third Owner,Petrol,78.0,5.0,17.7,Sedan,Gurgaon,1.38,2007.0,Honda,City GXi,4,4,2,6,10,551,8,1
2013 Honda Brio S MT,Feb 2013,1198.0,Third Party,Manual,66725.0,Second Owner,Petrol,86.8,5.0,19.4,Hatchback,Gurgaon,2.63,2013.0,Honda,Brio S MT,4,3,3,6,10,392,3,1
2019 Honda Civic ZX,Sept 2019,1799.0,Third Party,Automatic,51319.0,First Owner,Petrol,139.4,5.0,16.5,Sedan,Chennai,16.3,2019.0,Honda,Civic ZX,4,1,3,4,10,604,8,0
2016 Maruti Baleno 1.3 Delta,2016,1248.0,Third Party,Manual,60000.0,First Owner,Diesel,74.0,5.0,27.39,Hatchback,Mumbai,7.5,2016.0,Maruti,Baleno 1.3 Delta,1,1,3,11,20,327,3,1
2016 Honda BR-V i-VTEC V CVT,Sept 2016,1497.0,Zero Dep,Automatic,79061.0,Second Owner,Petrol,117.3,7.0,15.4,SUV,Bangalore,8.14,2016.0,Honda,BR-V i-VTEC V CVT,4,3,4,2,10,316,7,0
2016 Honda City i VTEC CVT VX,2016,1497.0,Third Party,Automatic,70000.0,Second Owner,Petrol,117.3,5.0,18.0,Sedan,Delhi,6.4,2016.0,Honda,City i VTEC CVT VX,4,3,3,5,10,579,8,0
2014 Hyundai i10 Sportz,Jul 2014,1197.0,Comprehensive,Manual,37000.0,First Owner,Petrol,78.9,5.0,20.36,Hatchback,Kolkata,2.39,2014.0,Hyundai,i10 Sportz,4,1,0,9,11,2824,3,1
2016 Hyundai i20 Magna 1.2,Jun 2016,1197.0,Zero Dep,Manual,21443.0,Second Owner,Petrol,81.8,5.0,18.6,Hatchback,Chennai,5.31,2016.0,Hyundai,i20 Magna 1.2,4,3,4,4,11,2888,3,1
2018 Maruti Vitara Brezza ZDi Plus Dual Tone,Jul 2018,1248.0,Zero Dep,Manual,74221.0,First Owner,Diesel,88.5,5.0,24.3,SUV,Gurgaon,7.04,2018.0,Maruti,Vitara Brezza ZDi Plus Dual Tone,1,1,4,6,20,2485,7,1
2017 Maruti Swift DDiS VDI,2017,1248.0,Third Party,Manual,80000.0,First Owner,Diesel,74.0,5.0,28.4,Hatchback,Mumbai,5.5,2017.0,Maruti,Swift DDiS VDI,1,1,3,11,20,2091,3,1
2011 Hyundai Verna 1.6 EX VTVT,Aug 2011,1591.0,Comprehensive,Manual,40017.0,First Owner,Petrol,121.3,5.0,17.01,Sedan,Delhi,3.46,2011.0,Hyundai,Verna 1.6 EX VTVT,4,1,0,5,11,2419,8,1
2016 Hyundai Creta 1.6 E Plus,Dec 2016,1591.0,Comprehensive,Manual,52891.0,First Owner,Petrol,121.3,5.0,15.8,SUV,Mumbai,7.33,2016.0,Hyundai,Creta 1.6 E Plus,4,1,0,11,11,690,7,1
2009 Maruti Wagon R LXI DUO BSIII,2009,1061.0,Third Party,Manual,120000.0,Second Owner,LPG,57.5,5.0,17.3,Hatchback,Kolkata,0.65,2009.0,Maruti,Wagon R LXI DUO BSIII,3,3,3,9,20,2525,3,1
2019 Tata Harrier XZ BSIV,2019,1956.0,Third Party,Manual,40000.0,First Owner,Diesel,138.1,5.0,17.0,SUV,Delhi,14.75,2019.0,Tata,Harrier XZ BSIV,1,1,3,5,28,1103,7,1
2015 Volkswagen Polo 1.2 MPI Highline,Jan 2015,1199.0,Third Party,Manual,48000.0,First Owner,Petrol,74.0,5.0,16.2,Hatchback,Delhi,4.85,2015.0,Volkswagen,Polo 1.2 MPI Highline,4,1,3,5,30,1644,3,1
2017 Land Rover Range Rover Evoque 2.0 TD4 HSE,Aug 2017,1999.0,Third Party,Automatic,55830.0,First Owner,Diesel,177.0,5.0,15.68,SUV,Mumbai,39.5,2017.0,Land,Rover Range Rover Evoque 2.0 TD4 HSE,1,1,3,11,16,1821,7,0
2014 Honda Amaze E i-Vtech,2014,1198.0,Third Party,Manual,100000.0,Second Owner,Petrol,86.7,5.0,18.0,Sedan,Hyderabad,3.9,2014.0,Honda,Amaze E i-Vtech,4,3,3,7,10,204,8,1
2012 Honda Brio S MT,Apr 2012,1198.0,Third Party,Manual,62731.0,First Owner,Petrol,86.8,5.0,19.4,Hatchback,Mumbai,2.75,2012.0,Honda,Brio S MT,4,1,3,11,10,392,3,1
2016 Honda City i VTEC CVT VX,Mar 2016,1497.0,Comprehensive,Automatic,110941.0,Second Owner,Petrol,117.3,5.0,18.0,Sedan,Bangalore,7.09,2016.0,Honda,City i VTEC CVT VX,4,3,0,2,10,579,8,0
2018 Toyota Fortuner 2.8 4WD MT BSIV,Jul 2018,2755.0,Third Party,Manual,60000.0,First Owner,Diesel,174.5,7.0,14.24,SUV,Kolkata,28.25,2018.0,Toyota,Fortuner 2.8 4WD MT BSIV,1,1,3,9,29,990,7,1
2017 Volkswagen Ameo 1.5 TDI Highline AT,Oct 2017,1498.0,Third Party,Automatic,79000.0,Second Owner,Diesel,108.4,5.0,22.0,Sedan,Delhi,4.44,2017.0,Volkswagen,Ameo 1.5 TDI Highline AT,1,3,3,5,30,260,8,0
2020 Hyundai Santro Sportz AMT,Mar 2020,1086.0,Comprehensive,Automatic,32069.0,First Owner,Petrol,68.0,5.0,20.3,Hatchback,Hyderabad,5.7,2020.0,Hyundai,Santro Sportz AMT,4,1,0,7,11,1916,3,0
2013 Toyota Etios G,Dec 2013,1496.0,Third Party,Manual,21647.0,First Owner,Petrol,88.7,5.0,17.6,Sedan,Chennai,4.75,2013.0,Toyota,Etios G,4,1,3,4,29,921,8,1
2013 Mahindra XUV500 W6 2WD,2013,2179.0,Third Party,Manual,100000.0,Third Owner,Diesel,140.0,7.0,15.1,SUV,Agra,3.5,2013.0,Mahindra,XUV500 W6 2WD,1,4,3,0,19,2691,7,1
2013 Toyota Innova 2.5 VX (Diesel) 7 Seater BS IV,2013,2494.0,Third Party,Manual,120000.0,First Owner,Diesel,100.0,7.0,12.99,MUV,Hyderabad,10.85,2013.0,Toyota,Innova 2.5 VX (Diesel) 7 Seater BS IV,1,1,3,7,29,1231,4,1
2012 Maruti Alto LXI,Mar 2012,796.0,Comprehensive,Manual,165697.0,First Owner,Petrol,46.3,5.0,19.7,Hatchback,Hyderabad,1.85,2012.0,Maruti,Alto LXI,4,1,0,7,20,168,3,1
2013 Maruti Swift VXI,Dec 2013,1197.0,Comprehensive,Manual,99624.0,First Owner,Petrol,88.5,5.0,22.38,Hatchback,Kolkata,2.77,2013.0,Maruti,Swift VXI,4,1,0,9,20,2165,3,1
2017 Maruti Baleno 1.2 CVT Zeta,Jul 2017,1197.0,Third Party,Automatic,53819.0,First Owner,Petrol,83.1,5.0,21.4,Hatchback,Chennai,6.6,2017.0,Maruti,Baleno 1.2 CVT Zeta,4,1,3,4,20,322,3,0
2014 Hyundai Verna 1.6 SX VTVT AT,Dec 2014,1591.0,Comprehensive,Automatic,62000.0,First Owner,Petrol,121.3,5.0,15.74,Sedan,Pune,5.95,2014.0,Hyundai,Verna 1.6 SX VTVT AT,4,1,0,12,11,2426,8,0
2021 Mahindra Scorpio S5,Mar 2021,2179.0,Comprehensive,Manual,55000.0,First Owner,Diesel,136.7,7.0,0.0,SUV,Kolkata,12.7,2021.0,Mahindra,Scorpio S5,1,1,0,9,19,1965,7,1
2021 Skoda Rapid 1.0 TSI Style AT,May 2021,999.0,Third Party,Automatic,14091.0,First Owner,Petrol,108.6,5.0,16.24,Sedan,Chandigarh,10.83,2021.0,Skoda,Rapid 1.0 TSI Style AT,4,1,3,3,27,1743,8,0
2016 Maruti Ciaz Alpha BSIV,Jun 2016,1462.0,Third Party,Manual,68742.0,Second Owner,Petrol,103.2,5.0,21.56,Sedan,Chennai,6.35,2016.0,Maruti,Ciaz Alpha BSIV,4,3,3,4,20,510,8,1
2018 Hyundai Creta 1.6 SX Automatic Diesel,Jun 2018,1582.0,Third Party,Automatic,65000.0,First Owner,Diesel,126.2,5.0,17.6,SUV,Gurgaon,11.75,2018.0,Hyundai,Creta 1.6 SX Automatic Diesel,1,1,3,6,11,695,7,0
2009 Hyundai i20 Magna,2009,1197.0,Third Party,Manual,90000.0,Third Owner,Petrol,78.91,5.0,18.5,Hatchback,Ahmedabad,1.5,2009.0,Hyundai,i20 Magna,4,4,3,1,11,2887,3,1
2008 Maruti Wagon R LX Minor Duo LPG,2008,1061.0,Third Party,Manual,50000.0,First Owner,LPG,67.0,5.0,0.0,Hatchback,Mumbai,0.55,2008.0,Maruti,Wagon R LX Minor Duo LPG,3,1,3,11,20,2516,3,1
2015 Volkswagen Vento 1.5 TDI Highline AT,May 2015,1498.0,Comprehensive,Automatic,60000.0,First Owner,Diesel,103.2,5.0,21.21,Sedan,Chennai,7.1,2015.0,Volkswagen,Vento 1.5 TDI Highline AT,1,1,0,4,30,2351,8,0
2008 Hyundai i10 Asta 1.2,Aug 2008,1197.0,Not Available,Manual,126357.0,Second Owner,Petrol,78.9,5.0,20.36,Hatchback,Pune,2.0,2008.0,Hyundai,i10 Asta 1.2,4,3,2,12,11,2811,3,1
2015 Skoda Rapid 1.6 MPI Elegance,Mar 2015,1598.0,Comprehensive,Manual,80759.0,First Owner,Petrol,103.5,5.0,15.0,Sedan,Mumbai,4.65,2015.0,Skoda,Rapid 1.6 MPI Elegance,4,1,0,11,27,1768,8,1
2017 Renault KWID Climber 1.0 MT,Aug 2017,999.0,Comprehensive,Manual,56000.0,First Owner,Petrol,67.0,5.0,23.01,Hatchback,Delhi,3.1,2017.0,Renault,KWID Climber 1.0 MT,4,1,0,5,26,1346,3,1
2021 Tata Yodha Pickup 1500,2021,2956.0,Third Party,Manual,30000.0,First Owner,Diesel,85.0,2.0,0.0,Pickup,Hyderabad,8.25,2021.0,Tata,Yodha Pickup 1500,1,1,3,7,28,2775,6,1
2016 Hyundai i20 Magna 1.2,Jun 2016,1197.0,Third Party,Manual,61939.0,Second Owner,Petrol,81.8,5.0,18.6,Hatchback,Mumbai,4.76,2016.0,Hyundai,i20 Magna 1.2,4,3,3,11,11,2888,3,1
2016 Honda Amaze S CVT Petrol,Aug 2016,1199.0,Third Party,Automatic,80000.0,First Owner,Petrol,88.7,5.0,18.3,Sedan,Hyderabad,5.8,2016.0,Honda,Amaze S CVT Petrol,4,1,3,7,10,211,8,0
2019 BMW X1 sDrive 20d xLine,Jan 2020,1995.0,Not Available,Automatic,48579.0,First Owner,Diesel,188.0,5.0,20.68,SUV,Ahmedabad,30.0,2019.0,BMW,X1 sDrive 20d xLine,1,1,2,1,1,2568,7,0
2019 Audi A3 35 TFSI Premium Plus,May 2019,1395.0,Comprehensive,Automatic,33000.0,First Owner,Petrol,150.0,5.0,19.2,Sedan,Mumbai,24.8,2019.0,Audi,A3 35 TFSI Premium Plus,4,1,0,11,0,74,8,0
2019 Renault KWID RXL,Jan 2019,799.0,Comprehensive,Manual,14650.0,First Owner,Petrol,53.2,5.0,22.25,Hatchback,Pune,3.65,2019.0,Renault,KWID RXL,4,1,0,12,26,1349,3,1
2018 Renault Duster 1.5 Petrol RXE,Jun 2018,1498.0,Third Party,Manual,61285.0,Second Owner,Petrol,104.5,5.0,14.19,SUV,Chennai,6.99,2018.0,Renault,Duster 1.5 Petrol RXE,4,3,3,4,26,735,7,1
2014 Maruti Wagon R VXI BS IV,Mar 2014,998.0,Comprehensive,Manual,76800.0,First Owner,Petrol,67.0,5.0,20.51,Hatchback,Kolkata,2.67,2014.0,Maruti,Wagon R VXI BS IV,4,1,0,9,20,2542,3,1
2014 Maruti Swift Dzire ZDI,2014,1248.0,Third Party,Manual,120000.0,First Owner,Diesel,74.0,5.0,23.4,Sedan,Hyderabad,5.5,2014.0,Maruti,Swift Dzire ZDI,1,1,3,7,20,2133,8,1
2019 Maruti Swift VXI,2019,1197.0,Third Party,Manual,40000.0,First Owner,Petrol,81.8,5.0,21.21,Hatchback,Delhi,5.4,2019.0,Maruti,Swift VXI,4,1,3,5,20,2165,3,1
2018 Ford Ecosport 1.5 Diesel Titanium Plus BSIV,Jul 2018,1498.0,Comprehensive,Manual,72000.0,First Owner,Diesel,98.9,5.0,23.0,SUV,Jaipur,7.75,2018.0,Ford,Ecosport 1.5 Diesel Titanium Plus BSIV,1,1,0,8,9,797,7,1
2017 Maruti Alto 800 LXI,Sept 2017,796.0,Zero Dep,Manual,58645.0,Second Owner,Petrol,47.3,5.0,22.05,Hatchback,Delhi,2.63,2017.0,Maruti,Alto 800 LXI,4,3,4,5,20,138,3,1
2020 Hyundai Verna CRDi 1.6 SX,2020,1582.0,Third Party,Manual,120000.0,First Owner,Diesel,126.2,5.0,22.0,Sedan,Jaipur,10.0,2020.0,Hyundai,Verna CRDi 1.6 SX,1,1,3,8,11,2443,8,1
2010 Ford Figo Petrol EXI Option,2010,1196.0,Third Party,Manual,120000.0,Third Owner,Petrol,70.0,5.0,15.6,Hatchback,Pune,1.05,2010.0,Ford,Figo Petrol EXI Option,4,4,3,12,9,976,3,1
2017 Tata Tigor 1.2 Revotron XZ Option,Mar 2020,1199.0,Not Available,Manual,24205.0,Second Owner,Petrol,84.0,5.0,20.3,Sedan,Hyderabad,4.5,2017.0,Tata,Tigor 1.2 Revotron XZ Option,4,3,2,7,28,2290,8,1
2013 Honda Amaze S i-Vtech,Jul 2013,1198.0,Third Party,Manual,74252.0,First Owner,Petrol,86.7,5.0,18.0,Sedan,Bangalore,4.15,2013.0,Honda,Amaze S i-Vtech,4,1,3,2,10,222,8,1
2014 Maruti Wagon R LXI CNG,Aug 2014,998.0,Comprehensive,Manual,80188.0,First Owner,CNG,58.1,5.0,26.6,Hatchback,Mumbai,3.51,2014.0,Maruti,Wagon R LXI CNG,0,1,0,11,20,2521,3,1
2012 Honda City V AT,Apr 2012,1497.0,Third Party,Automatic,36000.0,First Owner,Petrol,116.3,5.0,15.6,Sedan,Mumbai,4.45,2012.0,Honda,City V AT,4,1,3,11,10,555,8,0
2019 Hyundai Creta 1.6 SX,Jul 2019,1591.0,Zero Dep,Manual,26704.0,First Owner,Petrol,121.3,5.0,15.8,SUV,Gurgaon,10.55,2019.0,Hyundai,Creta 1.6 SX,4,1,4,6,11,693,7,1
2021 Hyundai Venue SX Opt Diesel,Jul 2021,1493.0,Comprehensive,Manual,16000.0,First Owner,Diesel,98.6,5.0,23.7,SUV,Delhi,10.25,2021.0,Hyundai,Venue SX Opt Diesel,1,1,0,5,11,2389,7,1
2019 Maruti S-Presso VXI Plus 2019-2022,Jun 2019,998.0,Third Party,Manual,77260.0,First Owner,Petrol,65.7,5.0,21.7,Hatchback,Hyderabad,4.69,2019.0,Maruti,S-Presso VXI Plus 2019-2022,4,1,3,7,20,1849,3,1
2017 Maruti Vitara Brezza ZDi Plus,Oct 2017,1248.0,Comprehensive,Manual,58000.0,Second Owner,Diesel,88.5,5.0,24.3,SUV,Bangalore,9.75,2017.0,Maruti,Vitara Brezza ZDi Plus,1,3,0,2,20,2482,7,1
2002 Maruti Zen LXI,Feb 2002,993.0,Not Available,Manual,80728.0,Second Owner,Petrol,59.18,5.0,17.3,Hatchback,Chandigarh,0.84,2002.0,Maruti,Zen LXI,4,3,2,3,20,2791,3,1
2019 Hyundai i20 Sportz Plus BSIV,Dec 2019,1197.0,Third Party,Manual,47575.0,Second Owner,Petrol,81.8,5.0,18.6,Hatchback,Mumbai,6.55,2019.0,Hyundai,i20 Sportz Plus BSIV,4,3,3,11,11,2921,3,1
2022 Volkswagen Taigun 1.0 TSI Highline AT BSVI,Aug 2022,999.0,Comprehensive,Automatic,13000.0,First Owner,Petrol,113.9,5.0,18.41,SUV,Ahmedabad,14.5,2022.0,Volkswagen,Taigun 1.0 TSI Highline AT BSVI,4,1,0,1,30,2208,7,0
2013 Hyundai EON Era Plus,May 2013,814.0,Comprehensive,Manual,66846.0,First Owner,Petrol,55.2,5.0,21.1,Hatchback,Ahmedabad,1.9,2013.0,Hyundai,EON Era Plus,4,1,0,1,11,776,3,1
2013 Skoda Rapid 1.6 MPI AT Ambition Plus Alloy,2013,1598.0,Third Party,Automatic,50000.0,Second Owner,Petrol,103.6,5.0,14.3,Sedan,Chennai,4.5,2013.0,Skoda,Rapid 1.6 MPI AT Ambition Plus Alloy,4,3,3,4,27,1760,8,0
2023 MG Comet EV Plush,2023,0.0,Third Party,Automatic,10000.0,First Owner,Electric,41.4,4.0,0.0,Hatchback,Jaipur,9.5,2023.0,MG,Comet EV Plush,2,1,3,8,18,606,3,0
2016 Maruti Vitara Brezza VDi Option,Jun 2016,1248.0,Third Party,Manual,79772.0,Second Owner,Diesel,88.5,5.0,24.3,SUV,Chandigarh,5.61,2016.0,Maruti,Vitara Brezza VDi Option,1,3,3,3,20,2477,7,1
2012 BMW 3 Series 320d Prestige,2012,1995.0,Third Party,Automatic,70000.0,First Owner,Diesel,184.0,5.0,18.88,Sedan,Hyderabad,9.0,2012.0,BMW,3 Series 320d Prestige,1,1,3,7,1,15,8,0
2011 Toyota Etios VX,Jan 2011,1496.0,Comprehensive,Manual,57187.0,First Owner,Petrol,88.7,5.0,17.6,Sedan,Delhi,2.6,2011.0,Toyota,Etios VX,4,1,0,5,29,939,8,1
2016 Renault Duster 110PS Diesel RxZ AMT,2016,1461.0,Third Party,Automatic,60000.0,First Owner,Diesel,108.4,5.0,19.6,SUV,Gurgaon,5.5,2016.0,Renault,Duster 110PS Diesel RxZ AMT,1,1,3,6,26,744,7,0
2018 Jeep Compass 1.4 Limited,Jun 2018,1368.0,Comprehensive,Automatic,88621.0,First Owner,Petrol,160.0,5.0,16.0,SUV,Chennai,12.81,2018.0,Jeep,Compass 1.4 Limited,4,1,0,4,14,608,7,0
2016 Maruti Swift VDI BSIV,2016,1248.0,Third Party,Manual,90000.0,First Owner,Diesel,74.0,5.0,25.2,Hatchback,Gurgaon,4.8,2016.0,Maruti,Swift VDI BSIV,1,1,3,6,20,2158,3,1
2022 Tata Altroz XT BSVI,Apr 2022,1199.0,Not Available,Manual,10801.0,First Owner,Petrol,86.8,5.0,19.33,Hatchback,Jaipur,9.0,2022.0,Tata,Altroz XT BSVI,4,1,2,8,28,181,3,1
2019 BMW X4 M Sport X xDrive20d,Jul 2019,1995.0,Comprehensive,Automatic,18000.0,Second Owner,Diesel,187.7,5.0,16.55,SUV,Delhi,53.75,2019.0,BMW,X4 M Sport X xDrive20d,1,3,0,5,1,2585,7,0
2017 Honda Amaze SX i VTEC,Jun 2017,1198.0,Not Available,Manual,87852.0,First Owner,Petrol,86.7,5.0,17.8,Sedan,Jaipur,4.04,2017.0,Honda,Amaze SX i VTEC,4,1,2,8,10,223,8,1
2015 Volkswagen Vento 1.5 TDI Highline AT,2015,1498.0,Third Party,Automatic,100000.0,Fourth Owner,Diesel,103.2,5.0,21.21,Sedan,Gurgaon,4.0,2015.0,Volkswagen,Vento 1.5 TDI Highline AT,1,2,3,6,30,2351,8,0
2014 Chevrolet Beat Diesel LT,2014,936.0,Third Party,Manual,110000.0,Third Owner,Diesel,56.3,5.0,25.44,Hatchback,Gurgaon,1.55,2014.0,Chevrolet,Beat Diesel LT,1,4,3,6,3,350,3,1
2017 Maruti Wagon R VXI BS IV,Apr 2017,998.0,Comprehensive,Manual,58659.0,First Owner,Petrol,67.0,5.0,20.51,Hatchback,Bangalore,4.62,2017.0,Maruti,Wagon R VXI BS IV,4,1,0,2,20,2542,3,1
2012 Volvo S60 T6 Summum,2012,3200.0,Third Party,Automatic,50000.0,First Owner,Petrol,303.7,5.0,9.8,Sedan,Mumbai,10.0,2012.0,Volvo,S60 T6 Summum,4,1,3,11,31,1861,8,0
2011 Toyota Innova 2.5 G (Diesel) 7 Seater BS III,Jul 2011,2494.0,Comprehensive,Manual,154947.0,First Owner,Diesel,102.0,8.0,12.8,MUV,Lucknow,4.5,2011.0,Toyota,Innova 2.5 G (Diesel) 7 Seater BS III,1,1,0,10,29,1214,4,1
2018 Ford Ecosport 1.5 Diesel Titanium BSIV,2018,1498.0,Third Party,Manual,50000.0,First Owner,Diesel,98.9,5.0,23.0,SUV,Bangalore,9.75,2018.0,Ford,Ecosport 1.5 Diesel Titanium BSIV,1,1,3,2,9,795,7,1
2016 Maruti Baleno 1.2 Delta,Nov 2016,1197.0,Third Party,Manual,27144.0,First Owner,Petrol,83.1,5.0,21.4,Hatchback,Delhi,5.14,2016.0,Maruti,Baleno 1.2 Delta,4,1,3,5,20,323,3,1
2020 Mahindra Marazzo M2 BSVI,2020,1497.0,Third Party,Manual,120000.0,First Owner,Diesel,120.9,7.0,17.3,MUV,Ahmedabad,10.0,2020.0,Mahindra,Marazzo M2 BSVI,1,1,3,1,19,1448,4,1
2020 Audi A6 45 TFSI Technology WO Matrix BSVI,Sept 2020,1984.0,Zero Dep,Automatic,36700.0,First Owner,Petrol,241.3,5.0,14.11,Sedan,Gurgaon,47.9,2020.0,Audi,A6 45 TFSI Technology WO Matrix BSVI,4,1,4,6,0,107,8,0
2021 Audi e-tron 55 Sportback,Jul 2021,0.0,Third Party,Automatic,10500.0,First Owner,Electric,300.0,5.0,0.0,SUV,Gurgaon,96.8,2021.0,Audi,e-tron 55 Sportback,2,1,3,6,0,2805,7,0
2012 Hyundai i10 Sportz AT,May 2012,1197.0,Third Party,Automatic,59000.0,First Owner,Petrol,78.9,5.0,16.95,Hatchback,Pune,3.49,2012.0,Hyundai,i10 Sportz AT,4,1,3,12,11,2828,3,0
2018 Hyundai Grand i10 1.2 Kappa Magna BSIV,2018,1197.0,Third Party,Manual,10000.0,First Owner,Petrol,81.8,5.0,18.9,Hatchback,Kolkata,4.9,2018.0,Hyundai,Grand i10 1.2 Kappa Magna BSIV,4,1,3,9,11,1052,3,1
2010 Mahindra Renault Logan 1.5 DLS BSIV ABS Diesel,May 2010,1461.0,Comprehensive,Manual,82124.0,Third Owner,Diesel,65.0,5.0,19.2,Sedan,Chennai,1.45,2010.0,Mahindra,Renault Logan 1.5 DLS BSIV ABS Diesel,1,4,0,4,19,1791,8,1
2022 Maruti Baleno Zeta BSVI,2022,1197.0,Third Party,Manual,10000.0,First Owner,Petrol,88.5,5.0,22.35,Hatchback,Pune,9.0,2022.0,Maruti,Baleno Zeta BSVI,4,1,3,12,20,345,3,1
2017 Skoda Rapid 1.6 MPI Ambition BSIV,2017,1598.0,Third Party,Manual,30000.0,First Owner,Petrol,103.2,5.0,15.41,Sedan,Kolkata,7.0,2017.0,Skoda,Rapid 1.6 MPI Ambition BSIV,4,1,3,9,27,1766,8,1
2016 Renault KWID 1.0 RXT,Jul 2016,999.0,Comprehensive,Manual,42000.0,First Owner,Petrol,67.0,5.0,21.46,Hatchback,Kolkata,2.46,2016.0,Renault,KWID 1.0 RXT,4,1,0,9,26,1331,3,1
2014 Maruti Ertiga VXI CNG,Jul 2014,1462.0,Third Party,Manual,84916.0,First Owner,CNG,86.6,7.0,26.11,MUV,Mumbai,6.81,2014.0,Maruti,Ertiga VXI CNG,0,1,3,11,20,899,4,1
2010 Maruti Wagon R LXI Minor,2010,1061.0,Third Party,Manual,90000.0,Third Owner,Petrol,67.0,5.0,18.9,Hatchback,Jaipur,1.65,2010.0,Maruti,Wagon R LXI Minor,4,4,3,8,20,2526,3,1
2022 Maruti S-Presso VXI Plus 2019-2022,Apr 2022,998.0,Zero Dep,Manual,12860.0,First Owner,Petrol,65.7,5.0,21.7,Hatchback,Pune,5.11,2022.0,Maruti,S-Presso VXI Plus 2019-2022,4,1,4,12,20,1849,3,1
2009 Toyota Corolla Altis G,Feb 2009,1798.0,Comprehensive,Manual,75000.0,First Owner,Petrol,138.1,5.0,14.53,Sedan,Delhi,1.78,2009.0,Toyota,Corolla Altis G,4,1,0,5,29,668,8,1
2014 Honda City i VTEC SV,2014,1497.0,Third Party,Manual,60000.0,Second Owner,Petrol,117.3,5.0,17.4,Sedan,Bangalore,6.3,2014.0,Honda,City i VTEC SV,4,3,3,2,10,582,8,1
2022 Maruti Ignis Alpha AMT BSVI,2022,1197.0,Third Party,Automatic,10000.0,First Owner,Petrol,81.8,5.0,20.89,Hatchback,Pune,7.65,2022.0,Maruti,Ignis Alpha AMT BSVI,4,1,3,12,20,1156,3,0
2017 Toyota Etios Liva 1.2 VX,Jul 2017,1197.0,Comprehensive,Manual,45000.0,First Owner,Petrol,78.9,5.0,17.71,Hatchback,Delhi,4.9,2017.0,Toyota,Etios Liva 1.2 VX,4,1,0,5,29,927,3,1
2017 Maruti Vitara Brezza VDi,Jun 2017,1248.0,Third Party,Manual,80100.0,First Owner,Diesel,88.5,5.0,24.3,SUV,Delhi,7.25,2017.0,Maruti,Vitara Brezza VDi,1,1,3,5,20,2475,7,1
2016 Maruti Ertiga BSIV ZXI Plus,2016,1373.0,Third Party,Manual,60000.0,First Owner,Petrol,91.1,7.0,17.5,MUV,Mumbai,7.0,2016.0,Maruti,Ertiga BSIV ZXI Plus,4,1,3,11,20,887,4,1
2014 Hyundai Verna 1.4 CX,Jun 2014,1396.0,Not Available,Manual,134625.0,Second Owner,Diesel,88.7,5.0,23.5,Sedan,Jaipur,4.4,2014.0,Hyundai,Verna 1.4 CX,1,3,2,8,11,2408,8,1
2017 Hyundai Grand i10 1.2 CRDi Asta,Oct 2017,1186.0,Comprehensive,Manual,79192.0,First Owner,Diesel,73.9,5.0,24.0,Hatchback,Mumbai,5.16,2017.0,Hyundai,Grand i10 1.2 CRDi Asta,1,1,0,11,11,1045,3,1
2021 Maruti Wagon R CNG LXI,Jul 2021,998.0,Third Party,Manual,36430.0,First Owner,CNG,58.3,5.0,32.52,Hatchback,Lucknow,5.37,2021.0,Maruti,Wagon R CNG LXI,0,1,3,10,20,2505,3,1
2011 Audi A4 2.0 TDI,2011,1968.0,Third Party,Automatic,90000.0,Second Owner,Diesel,147.5,5.0,16.55,Sedan,Chandigarh,8.0,2011.0,Audi,A4 2.0 TDI,1,3,3,3,0,80,8,0
2015 Maruti Swift VDI Optional,Apr 2015,1248.0,Comprehensive,Manual,114000.0,First Owner,Diesel,74.0,5.0,25.2,Hatchback,Delhi,3.45,2015.0,Maruti,Swift VDI Optional,1,1,0,5,20,2161,3,1
2012 Maruti Swift Dzire ZXI,Aug 2012,1197.0,Comprehensive,Manual,70000.0,Second Owner,Petrol,85.8,5.0,19.1,Sedan,Bangalore,4.45,2012.0,Maruti,Swift Dzire ZXI,4,3,0,2,20,2136,8,1
2021 Datsun GO Plus T,Jun 2021,1198.0,Third Party,Manual,48869.0,First Owner,Petrol,67.0,7.0,19.02,MUV,Hyderabad,5.73,2021.0,Datsun,GO Plus T,4,1,3,7,6,1017,4,1
2021 Hyundai Grand i10 Nios Asta,Oct 2021,1197.0,Comprehensive,Manual,10194.0,First Owner,Petrol,81.8,5.0,20.7,Hatchback,Pune,7.92,2021.0,Hyundai,Grand i10 Nios Asta,4,1,0,12,11,1074,3,1
2018 Hyundai i20 Petrol Spotz,Jun 2018,1197.0,Third Party,Manual,30076.0,First Owner,Petrol,81.8,5.0,18.6,Hatchback,Gurgaon,6.71,2018.0,Hyundai,i20 Petrol Spotz,4,1,3,6,11,2908,3,1
2012 Maruti Alto 800 LXI,Nov 2012,796.0,Comprehensive,Manual,63748.0,Second Owner,Petrol,47.3,5.0,22.05,Hatchback,Pune,1.99,2012.0,Maruti,Alto 800 LXI,4,3,0,12,20,138,3,1
