full_name,registered_year,engine_capacity,insurance,transmission_type,kms_driven,owner_type,fuel_type,max_power,seats,mileage,body_type,city,resale_price_Lakh
2020 MG ZS EV Exclusive,May 2020,0 cc,Third Party insurance,Automatic,"50,000 Kms",Second Owner,Electric,140.8bhp,5.0,,SUV,Mumbai,18.0
2016 Maruti Baleno 1.2 Delta,Jun 2016,1197 cc,Third Party,Manual,"72,945 Kms",Second Owner,Petrol,83.1bhp,5.0,21.4 kmpl,Hatchback,Delhi,4.71
2015 Hyundai Creta 1.6 CRDi AT SX Plus,2015,1582 cc,Third Party insurance,Automatic,"70,000 Kms",First Owner,Diesel,126.2bhp,5.0,17.01 kmpl,SUV,Bangalore,11.0
2021 Tata New Safari XZA Plus 6 Str AT BSVI,Apr 2021,1956 cc,Third Party,Automatic,"24,060 Kms",First Owner,Diesel,167.67bhp,6.0,14.08 kmpl,SUV,Chennai,19.02
2022 Hyundai Verna SX IVT,2022,1497 cc,Third Party insurance,Automatic,"10,000 Kms",First Owner,Petrol,113.18bhp,5.0,18.45 kmpl,Sedan,Gurgaon,12.2
2022 Citroen C3 Puretech 110 Feel,2022,1199 cc,Third Party insurance,Manual,"10,000 Kms",First Owner,Petrol,108.62bhp,5.0,19.3 kmpl,Hatchback,Bangalore,9.5
2021 Hyundai Alcazar Signature Diesel BSVI,2021,1493 cc,Third Party insurance,Manual,"50,000 Kms",First Owner,Diesel,113.98bhp,6.0,20.4 kmpl,SUV,Ahmedabad,17.0
2019 Maruti Vitara Brezza VDi,2019,1248 cc,Third Party insurance,Manual,"70,000 Kms",First Owner,Diesel,88.5bhp,5.0,24.3 kmpl,SUV,Chennai,7.6
2011 Maruti Alto K10 2010-2014 VXI,Nov 2011,998 cc,Comprehensive,Manual,"58,747 Kms",Second Owner,Petrol,67.1bhp,5.0,20.92 kmpl,Hatchback,Chennai,2.22
2015 Mahindra e2o T2,Oct 2015,0 cc,Third Party insurance,Automatic,"43,064 Kms",First Owner,Electric,25.5bhp,5.0,120 kmpl,Hatchback,Hyderabad,3.35
2016 Hyundai Grand i10 Magna,Nov 2016,1197 cc,Zero Dep,Manual,"19,260 Kms",First Owner,Petrol,82bhp,5.0,18.9 kmpl,Hatchback,Delhi,4.46
2010 Honda City 1.5 E MT,2010,1497 cc,Third Party insurance,Manual,"1,00,000 Kms",Third Owner,Petrol,"118PS at 6,600 rpm",5.0,17 kmpl,Sedan,Gurgaon,2.5
2022 Kia Carens Prestige BSVI,2022,1497 cc,Third Party insurance,Manual,"10,000 Kms",First Owner,Petrol,113.42bhp,7.0,,MUV,Delhi,11.25
2016 Honda City i DTec E,Oct 2016,1498 cc,Third Party insurance,Manual,"50,000 Kms",First Owner,Diesel,98.6bhp,5.0,26 kmpl,Sedan,Ahmedabad,6.31
2013 Volvo XC 90 D5 AT AWD,Aug 2013,2400 cc,Third Party insurance,Automatic,"1,12,776 Kms",Third Owner,Diesel,200bhp,7.0,11.1 kmpl,SUV,Mumbai,11.75
2021 Maruti Wagon R CNG LXI,Jul 2021,998 cc,Comprehensive,Manual,"51,121 Kms",Second Owner,CNG,58.33bhp,5.0,32.52 kmpl,Hatchback,Pune,6.4
2012 Maruti Wagon R VXi BSII,2012,998 cc,Third Party insurance,Manual,"40,000 Kms",Second Owner,Petrol,67.1bhp,5.0,18.9 kmpl,Hatchback,Mumbai,2.3
2023 Jeep Meridian Limited Opt AT,Jun 2023,1956 cc,Comprehensive,Automatic,"6,290 Kms",First Owner,Diesel,172.35bhp,7.0,,SUV,Bangalore,38.9
2017 Hyundai Grand i10 Sportz,2017,1197 cc,Third Party insurance,Manual,"70,000 Kms",First Owner,Petrol,82bhp,5.0,18.9 kmpl,Hatchback,Delhi,4.5
2014 Honda Amaze S i-Vtech,Jun 2014,1198 cc,Comprehensive,Manual,"56,715 Kms",First Owner,Petrol,86.7bhp,5.0,18 kmpl,Sedan,Bangalore,3.95
2022 Honda WR-V VX,May 2022,1199 cc,Not Available,Manual,"17,284 Kms",First Owner,Petrol,88.50bhp,5.0,16.5 kmpl,SUV,Jaipur,9.0
2022 Renault KWID 1.0 RXT Opt,2022,999 cc,Third Party insurance,Manual,"10,000 Kms",First Owner,Petrol,67bhp,5.0,21.74 kmpl,Hatchback,Kolkata,5.1
2021 Maruti Baleno Delta,2021,1197 cc,Third Party insurance,Manual,"30,000 Kms",First Owner,Petrol,81.80bhp,5.0,21.01 kmpl,Hatchback,Agra,7.0
2018 Hyundai Grand i10 1.2 Kappa Asta,Nov 2018,1197 cc,Zero Dep,Manual,"16,247 Kms",First Owner,Petrol,81.86bhp,5.0,18.9 kmpl,Hatchback,Bangalore,6.39
2019 Mahindra KUV 100 NXT G80 K2 Plus,Jun 2019,1198 cc,Third Party,Manual,"14,917 Kms",First Owner,Petrol,82bhp,6.0,18.15 kmpl,Hatchback,Kolkata,4.18
2013 Hyundai i10 Magna,Jul 2013,1197 cc,Comprehensive,Manual,"40,000 Kms",First Owner,Petrol,78.9bhp,5.0,20.36 kmpl,Hatchback,Chennai,3.7
2021 Hyundai Verna S Plus,2021,1497 cc,Third Party insurance,Manual,"10,000 Kms",First Owner,Petrol,113.18bhp,5.0,17.7 kmpl,Sedan,Delhi,11.0
2010 Hyundai i20 1.2 Magna,Aug 2010,1197 cc,Comprehensive,Manual,"65,000 Kms",First Owner,Petrol,80 PS at 5200 rpm,5.0,18.5 kmpl,Hatchback,Pune,1.95
2021 Tata Tiago XZ Plus BSVI,Jun 2021,1199 cc,Third Party,Manual,"26,662 Kms",First Owner,Petrol,84.82bhp,5.0,19.01 kmpl,Hatchback,Mumbai,5.84
2019 Hyundai Grand i10 Nios AMT Sportz,Jan 2020,1197 cc,Third Party insurance,Automatic,"30,203 Kms",First Owner,Petrol,81.86bhp,5.0,20.7 kmpl,Hatchback,Hyderabad,6.53
2020 Toyota Fortuner 2.8 2WD AT,2020,2755 cc,Third Party insurance,Automatic,"60,000 Kms",First Owner,Diesel,174.5bhp,7.0,12.9 kmpl,SUV,Lucknow,32.5
2020 Ford Endeavour 2.2 Titanium AT 4X2,Oct 2020,2198 cc,Comprehensive,Automatic,"33,000 Kms",First Owner,Diesel,158bhp,7.0,12.62 kmpl,SUV,Delhi,33.9
2016 Mahindra XUV500 W6 1.99 mHawk,Feb 2016,1997 cc,Comprehensive,Manual,"64,986 Kms",First Owner,Diesel,140bhp,7.0,16 kmpl,SUV,Kolkata,6.7
2019 Maruti Swift VXI BSIV,Jul 2019,1197 cc,Comprehensive,Manual,"98,000 Kms",First Owner,Petrol,81.80bhp,5.0,22 kmpl,Hatchback,Bangalore,6.5
2019 Hyundai Grand i10 Nios AMT Sportz,Jan 2020,1197 cc,Zero Dep,Automatic,"28,778 Kms",First Owner,Petrol,81.86bhp,5.0,20.7 kmpl,Hatchback,Chandigarh,6.94
2021 Maruti Ertiga ZXI,Aug 2021,1462 cc,Comprehensive,Manual,"40,000 Kms",First Owner,Petrol,103.26bhp,7.0,19.01 kmpl,MUV,Chennai,11.1
2019 Maruti Swift Dzire AMT ZXI,Jan 2019,1197 cc,Comprehensive,Automatic,"36,500 Kms",First Owner,Petrol,81.80bhp,5.0,21.21 kmpl,Sedan,Gurgaon,7.55
2021 MG Hector Sharp DCT,2021,1451 cc,Third Party insurance,Automatic,"20,000 Kms",First Owner,Petrol,141bhp,5.0,13.96 kmpl,SUV,Hyderabad,17.0
2019 Tata Harrier XT BSIV,Jun 2019,1956 cc,Comprehensive,Manual,"34,000 Kms",First Owner,Diesel,138.1bhp,5.0,17 kmpl,SUV,Mumbai,13.75
2021 Maruti SX4 S Cross Zeta,Aug 2021,1462 cc,Comprehensive,Manual,"45,000 Kms",First Owner,Petrol,103.25bhp,5.0,18.55 kmpl,SUV,Bangalore,10.25
2021 Ford Ecosport 1.5 Diesel Titanium,2021,1498 cc,Third Party insurance,Manual,"40,000 Kms",First Owner,Diesel,98.96bhp,5.0,21.7 kmpl,SUV,Chennai,9.5
2010 Maruti Zen Estilo VXI BSIV,Jun 2010,998 cc,Third Party insurance,Manual,"88,084 Kms",Second Owner,Petrol,67.1bhp,5.0,19 kmpl,Hatchback,Pune,1.76
2016 Hyundai Creta 1.6 SX Automatic,Aug 2016,1591 cc,Third Party,Automatic,"70,523 Kms",First Owner,Petrol,121.3bhp,5.0,14.8 kmpl,SUV,Mumbai,9.0
2021 Datsun RediGO AMT 1.0 T Option,2021,999 cc,Third Party insurance,Automatic,"50,000 Kms",First Owner,Petrol,67.05bhp,5.0,22 kmpl,Hatchback,Gurgaon,4.8
2016 Maruti Wagon R AMT VXI,May 2016,998 cc,Comprehensive,Automatic,"85,577 Kms",Third Owner,Petrol,67bhp,5.0,20.51 kmpl,Hatchback,Bangalore,3.71
2011 Maruti Swift LXI,May 2011,1197 cc,Third Party,Manual,"64,752 Kms",First Owner,Petrol,85.8bhp,5.0,18.6 kmpl,Hatchback,Delhi,2.01
2010 Maruti Wagon R LXI DUO BSIII,2010,1061 cc,Third Party insurance,Manual,"80,000 Kms",Second Owner,LPG,57.5,5.0,17.3 kmpl,Hatchback,Jaipur,1.4
2018 Maruti Wagon R LXI CNG,2018,998 cc,Third Party insurance,Manual,"80,000 Kms",Second Owner,CNG,58.16bhp,5.0,26.6 kmpl,Hatchback,Delhi,3.5
2013 Maruti Alto 800 LXI CNG,Jun 2013,796 cc,Comprehensive,Manual,"97,228 Kms",First Owner,CNG,47.3bhp,5.0,33 kmpl,Hatchback,Pune,2.79
2018 Honda WR-V i-VTEC VX,Mar 2018,1199 cc,Zero Dep,Manual,"47,627 Kms",First Owner,Petrol,88.7bhp,5.0,17.5 kmpl,SUV,Ahmedabad,7.22
2020 Mahindra Alturas G4 4X4 AT BSIV,Sept 2020,2157 cc,Third Party insurance,Automatic,"28,000 Kms",First Owner,Diesel,178.49bhp,7.0,12.05 kmpl,SUV,Mumbai,26.95
2019 Honda City 1.5 V MT Exclusive,Jul 2019,1497 cc,Comprehensive,Manual,"27,812 Kms",First Owner,Petrol,"118PS at 6,600 rpm",5.0,17 kmpl,Sedan,Chennai,9.0
2022 Toyota Innova Crysta 2.4 VX 7 STR,Oct 2022,2393 cc,Not Available,Manual,"12,420 Kms",First Owner,Diesel,148bhp,7.0,12 kmpl,MUV,Jaipur,23.0
2017 Hyundai Tucson 2.0 Dual VTVT 2WD MT,Jun 2017,1999 cc,Third Party,Manual,"38,708 Kms",First Owner,Petrol,152.88bhp,5.0,13.03 kmpl,SUV,Delhi,11.3
2016 Renault Duster 110PS Diesel RxL AMT,Jul 2016,1461 cc,Comprehensive,Automatic,"86,000 Kms",First Owner,Diesel,108.45bhp,5.0,19.6 kmpl,SUV,Delhi,5.89
2017 Maruti Baleno 1.2 Delta,Aug 2017,1197 cc,Third Party,Manual,"57,800 Kms",First Owner,Petrol,83.1bhp,5.0,21.4 kmpl,Hatchback,Gurgaon,5.35
2016 Honda BR-V i-VTEC V CVT,Jun 2016,1497 cc,Zero Dep,Automatic,"1,14,831 Kms",First Owner,Petrol,117.3bhp,7.0,15.4 kmpl,SUV,Pune,7.24
2019 Hyundai Grand i10 Nios Asta,Sept 2019,1197 cc,Comprehensive,Manual,"15,742 Kms",First Owner,Petrol,81.86bhp,5.0,20.7 kmpl,Hatchback,Mumbai,7.43
2018 Nissan Terrano XL P,Jul 2018,1598 cc,Third Party insurance,Manual,"70,000 Kms",First Owner,Petrol,103.2bhp,5.0,13.04 kmpl,SUV,Delhi,6.95
2019 Kia Seltos GTX Plus DCT,Sept 2019,1353 cc,Comprehensive,Automatic,"16,858 Kms",First Owner,Petrol,138.08bhp,5.0,16.5 kmpl,SUV,Jaipur,14.25
2020 Hyundai i20 Magna Plus,2020,1197 cc,Third Party insurance,Manual,"20,000 Kms",First Owner,Petrol,81.86bhp,5.0,18.6 kmpl,Hatchback,Chandigarh,6.9
2014 Ford Figo Diesel Titanium,2014,1399 cc,Third Party insurance,Manual,"80,000 Kms",First Owner,Diesel,68.05bhp,5.0,20 kmpl,Hatchback,Chennai,3.0
2017 Volkswagen Polo 1.2 MPI Highline,2017,1199 cc,Third Party insurance,Manual,"50,000 Kms",First Owner,Petrol,74bhp,5.0,16.2 kmpl,Hatchback,Hyderabad,5.75
2014 Chevrolet Beat Diesel LT,Jul 2014,936 cc,Third Party insurance,Manual,"71,000 Kms",Second Owner,Diesel,56.3bhp,5.0,25.44 kmpl,Hatchback,Delhi,1.6
2017 Mercedes-Benz GLE 250d,Jul 2017,2143 cc,Third Party insurance,Automatic,"53,580 Kms",First Owner,Diesel,201.15bhp,5.0,17.9 kmpl,SUV,Delhi,39.75
2018 Maruti Ciaz Alpha,Oct 2018,1462 cc,Comprehensive,Manual,"33,000 Kms",First Owner,Petrol,103.25bhp,5.0,20.65 kmpl,Sedan,Delhi,8.9
2011 Maruti Wagon R LXI CNG,Feb 2012,998 cc,Not Available,Manual,"87,381 Kms",Third Owner,CNG,58.2bhp,5.0,26.2 kmpl,Hatchback,Ahmedabad,2.09
2013 Toyota Fortuner 4x4 MT,Jun 2013,2982 cc,Comprehensive,Manual,"80,000 Kms",First Owner,Diesel,168.5bhp,7.0,12.55 kmpl,SUV,Bangalore,17.5
2015 Maruti Baleno 1.3 Delta,2015,1248 cc,Third Party insurance,Manual,"70,000 Kms",First Owner,Diesel,74bhp,5.0,27.39 kmpl,Hatchback,Mumbai,4.8
2011 Hyundai i10 Sportz Option,2011,1197 cc,Third Party insurance,Manual,"60,000 Kms",Second Owner,Petrol,78.9bhp,5.0,20.36 kmpl,Hatchback,Mumbai,1.95
2017 Honda Jazz 1.2 V i VTEC,Jan 2017,1199 cc,Third Party insurance,Manual,"40,073 Kms",Second Owner,Petrol,88.7bhp,5.0,18.7 kmpl,Hatchback,Bangalore,6.57
2022 Hyundai Venue SX Plus Turbo DCT,Feb 2022,998 cc,Comprehensive,Automatic,"19,000 Kms",First Owner,Petrol,118.35bhp,5.0,18.15 kmpl,SUV,Bangalore,13.65
2018 Audi Q3 30 TDI Premium FWD,2018,1968 cc,Third Party insurance,Automatic,"60,000 Kms",First Owner,Diesel,147.51bhp,5.0,18.51 kmpl,SUV,Pune,40.0
2018 Maruti Swift Dzire AMT VDI,Apr 2018,1248 cc,Third Party,Automatic,"93,745 Kms",First Owner,Diesel,74.02bhp,5.0,28.4 kmpl,Sedan,Chennai,6.91
2016 Mahindra XUV500 W6 1.99 mHawk,Dec 2016,1997 cc,Comprehensive,Manual,"1,18,000 Kms",Second Owner,Diesel,140bhp,7.0,16 kmpl,SUV,Delhi,6.85
2014 Hyundai Xcent 1.2 Kappa SX,Apr 2014,1197 cc,Third Party,Manual,"1,09,004 Kms",First Owner,Petrol,82bhp,5.0,19.1 kmpl,Sedan,Delhi,3.34
2018 Maruti Baleno Alpha CVT,Oct 2018,1197 cc,Comprehensive,Automatic,"32,000 Kms",First Owner,Petrol,81.80bhp,5.0,19.56 kmpl,Hatchback,Chennai,7.25
2022 Mahindra XUV700 AX5 7 Str Diesel BSVI,2022,2198 cc,Third Party insurance,Manual,"10,000 Kms",First Owner,Diesel,182.38bhp,7.0,,SUV,Lucknow,18.0
2022 Honda City i-VTEC CVT ZX,Jul 2022,1497 cc,Comprehensive,Automatic,"5,000 Kms",First Owner,Petrol,117.6bhp,5.0,18 kmpl,Sedan,Bangalore,16.8
2017 Hyundai EON Era Plus,2017,814 cc,Third Party insurance,Manual,"20,000 Kms",First Owner,Petrol,55.2bhp,5.0,21.1 kmpl,Hatchback,Kolkata,1.6
2016 Maruti Celerio ZXI AMT,Apr 2016,998 cc,Comprehensive,Automatic,"18,732 Kms",First Owner,Petrol,65.71bhp,5.0,26 kmpl,Hatchback,Hyderabad,5.08
2011 Mercedes-Benz C-Class C 250 CDI Avantgarde,2011,2143 cc,Third Party insurance,Automatic,"80,000 Kms",Second Owner,Diesel,201.15bhp,5.0,19.71 kmpl,Sedan,Chennai,12.0
2011 Maruti Wagon R LXI CNG,Dec 2011,998 cc,Comprehensive,Manual,"78,724 Kms",First Owner,CNG,58.2bhp,5.0,26.2 kmpl,Hatchback,Delhi,2.17
2015 Maruti Swift VXI,May 2015,1197 cc,Comprehensive,Manual,"43,013 Kms",First Owner,Petrol,88.50bhp,5.0,22.38 kmpl,Hatchback,Ahmedabad,4.74
2019 Tata Tiago 1.2 Revotron XZ,2019,1199 cc,Third Party insurance,Manual,"70,000 Kms",First Owner,Petrol,84bhp,5.0,23.84 kmpl,Hatchback,Delhi,4.6
2014 Ford Endeavour 3.0L AT 4x2,Sept 2014,2953 cc,Third Party,Automatic,"1,11,023 Kms",Third Owner,Diesel,153.86bhp,7.0,11.4 kmpl,SUV,Gurgaon,6.0
2016 Honda Amaze EX i-Vtech,Jul 2016,1198 cc,Comprehensive,Manual,"52,000 Kms",First Owner,Petrol,86.7bhp,5.0,18 kmpl,Sedan,Delhi,3.95
2021 Maruti Baleno Delta,2021,1197 cc,Third Party insurance,Manual,"30,000 Kms",First Owner,Petrol,81.80bhp,5.0,21.01 kmpl,Hatchback,Lucknow,6.5
2019 Honda Amaze VX CVT Diesel BSIV,2019,1498 cc,Third Party insurance,Automatic,"20,000 Kms",First Owner,Diesel,78.9bhp,5.0,23.8 kmpl,Sedan,Hyderabad,9.25
2022 Renault Triber RXL BSVI,Jun 2022,999 cc,Third Party,Manual,"20,725 Kms",First Owner,Petrol,71.01bhp,7.0,20 kmpl,MUV,Ahmedabad,6.35
2011 Volkswagen Polo Diesel Trendline 1.2L,2011,1199 cc,Third Party insurance,Manual,"80,000 Kms",Third Owner,Diesel,73.9bhp,5.0,22.07 kmpl,Hatchback,Mumbai,1.65
2012 Toyota Innova 2.5 G (Diesel) 7 Seater BS IV,2012,2494 cc,Third Party insurance,Manual,"1,00,000 Kms",Third Owner,Diesel,100bhp,7.0,12.99 kmpl,MUV,Chandigarh,6.3
2018 Honda City i-VTEC CVT VX,May 2018,1497 cc,Comprehensive,Automatic,"35,821 Kms",Second Owner,Petrol,117.6bhp,5.0,18 kmpl,Sedan,Chennai,9.45
2021 Tata Nexon XZ Plus S 2020-2022,Jan 2021,1199 cc,Zero Dep,Manual,"36,251 Kms",First Owner,Petrol,118.36bhp,5.0,17.57 kmpl,SUV,Jaipur,9.44
2011 Hyundai i10 Magna,Jun 2011,1197 cc,Comprehensive,Manual,"42,588 Kms",First Owner,Petrol,78.9bhp,5.0,20.36 kmpl,Hatchback,Delhi,2.2
2020 BMW 3 Series 320d Luxury Line,Apr 2020,1995 cc,Comprehensive,Automatic,"50,000 Kms",First Owner,Diesel,187.74bhp,5.0,20.37 kmpl,Sedan,Chennai,41.0
2014 Mahindra XUV500 W6 2WD,2014,2179 cc,Third Party insurance,Manual,"1,10,000 Kms",First Owner,Diesel,140bhp,7.0,15.1 kmpl,SUV,Delhi,4.75
2021 Hyundai Alcazar Signature Diesel AT,Jun 2021,1493 cc,Comprehensive,Automatic,"31,008 Kms",First Owner,Diesel,113.42bhp,6.0,18.1 kmpl,SUV,Ahmedabad,20.27
2022 Hyundai Alcazar Signature (O) AT,Sept 2022,1999 cc,Comprehensive,Automatic,"1,150 Kms",First Owner,Petrol,156.9bhp,6.0,14.2 kmpl,SUV,Mumbai,22.0
2017 Jeep Compass 2.0 Limited,Jun 2017,1956 cc,Comprehensive,Manual,"49,083 Kms",Second Owner,Diesel,170bhp,5.0,17.1 kmpl,SUV,Bangalore,14.45
2018 Maruti Baleno 1.3 Alpha,Jun 2018,1248 cc,Comprehensive,Manual,"89,035 Kms",Second Owner,Diesel,74bhp,5.0,27.39 kmpl,Hatchback,Delhi,6.16
2013 Honda Brio S MT,2013,1198 cc,Third Party insurance,Manual,"90,000 Kms",Third Owner,Petrol,86.8bhp,5.0,19.4 kmpl,Hatchback,Jaipur,1.8
2018 Maruti Vitara Brezza VDi,Mar 2018,1248 cc,Third Party,Manual,"99,561 Kms",First Owner,Diesel,88.5bhp,5.0,24.3 kmpl,SUV,Delhi,7.32
2022 Renault KWID Climber 1.0 AMT Opt,2022,999 cc,Third Party insurance,Automatic,"30,000 Kms",First Owner,Petrol,67bhp,5.0,22 kmpl,Hatchback,Mumbai,6.05
2017 Maruti Alto 800 CNG LXI,2017,796 cc,Third Party insurance,Manual,"1,00,000 Kms",First Owner,CNG,40.3bhp,5.0,33.44 kmpl,Hatchback,Lucknow,2.7
2020 Maruti Alto 800 VXI BSVI,Nov 2020,796 cc,Comprehensive,Manual,"15,664 Kms",First Owner,Petrol,47.33bhp,5.0,22.05 kmpl,Hatchback,Kolkata,3.4
2020 Maruti Baleno Zeta CVT,Sept 2020,1197 cc,Third Party,Automatic,"40,835 Kms",Second Owner,Petrol,81.80bhp,5.0,19.56 kmpl,Hatchback,Gurgaon,7.39
2013 Jaguar XF 2.2 Litre Luxury,2013,2179 cc,Third Party insurance,Automatic,"1,20,000 Kms",First Owner,Diesel,187.7bhp,5.0,16.36 kmpl,Sedan,Gurgaon,14.0
2011 Tata Manza Aura (ABS) Quadrajet BS IV,2011,1248 cc,Third Party insurance,Manual,"1,20,000 Kms",First Owner,Diesel,88.8bhp,5.0,21.12 kmpl,Sedan,Hyderabad,2.2
2022 Mercedes-Benz GLA 220d 4M BSVI,Jun 2022,1950 cc,Comprehensive,Automatic,"16,000 Kms",First Owner,Diesel,187.74bhp,5.0,,SUV,Bangalore,55.95
2015 Maruti SX4 S Cross DDiS 200 Alpha,Nov 2015,1248 cc,Third Party insurance,Manual,"60,743 Kms",Second Owner,Diesel,88.5bhp,5.0,23.65 kmpl,SUV,Lucknow,5.03
2022 Hyundai Creta EX BSVI,May 2022,1497 cc,Third Party,Manual,"14,035 Kms",First Owner,Petrol,113.18bhp,5.0,,SUV,Ahmedabad,11.66
2009 Honda Civic 1.8 V MT,2009,1799 cc,Third Party insurance,Manual,"90,000 Kms",First Owner,Petrol,130bhp,5.0,13.5 kmpl,Sedan,Pune,2.15
2014 Honda City i DTEC S,2014,1498 cc,Third Party insurance,Manual,"90,000 Kms",Second Owner,Diesel,98.6bhp,5.0,26 kmpl,Sedan,Delhi,4.1
2017 Maruti Swift ZXI,Mar 2017,1197 cc,Comprehensive,Manual,"52,382 Kms",First Owner,Petrol,88.50bhp,5.0,22.38 kmpl,Hatchback,Bangalore,6.63
2019 Hyundai Creta 1.4 E Plus,2019,1396 cc,Third Party insurance,Manual,"60,000 Kms",First Owner,Diesel,88.7bhp,5.0,22.1 kmpl,SUV,Lucknow,9.0
2018 Maruti Swift Dzire VDi,Jun 2018,1248 cc,Comprehensive,Manual,"65,000 Kms",First Owner,Diesel,73.9bhp,5.0,19.3 kmpl,Sedan,Kolkata,5.99
2018 Honda Amaze V Petrol BSIV,Jan 2018,1199 cc,Third Party insurance,Manual,"33,242 Kms",Second Owner,Petrol,88.76bhp,5.0,19.5 kmpl,Sedan,Bangalore,7.57
2017 Hyundai Xcent 1.2 VTVT SX Option,Feb 2018,1197 cc,Comprehensive,Manual,"36,140 Kms",First Owner,Petrol,81.86bhp,5.0,20.14 kmpl,Sedan,Hyderabad,5.65
2015 Hyundai i20 Asta Option 1.2,May 2015,1197 cc,Third Party,Manual,"55,000 Kms",Second Owner,Petrol,81.83bhp,5.0,18.6 kmpl,Hatchback,Delhi,4.95
2008 Honda City GXi,2008,1497 cc,Third Party insurance,Manual,"50,000 Kms",Third Owner,Petrol,78,5.0,17.7 kmpl,Sedan,Mumbai,1.25
2015 Maruti Swift VXI,Mar 2015,1197 cc,Comprehensive,Manual,"52,802 Kms",First Owner,Petrol,85.8bhp,5.0,18.6 kmpl,Hatchback,Chennai,4.75
2020 Hyundai Grand i10 Sportz,2020,1197 cc,Third Party insurance,Manual,"80,000 Kms",First Owner,Petrol,81.86bhp,5.0,18.9 kmpl,Hatchback,Jaipur,5.45
2016 Hyundai Creta 1.6 CRDi SX Option,2016,1582 cc,Third Party insurance,Manual,"90,000 Kms",First Owner,Diesel,126.2bhp,5.0,19.67 kmpl,SUV,Hyderabad,10.0
2019 Renault KWID 1.0 RXT AMT BSVI,Mar 2019,999 cc,Third Party insurance,Automatic,"11,685 Kms",First Owner,Petrol,67.06bhp,5.0,22.3 kmpl,Hatchback,Delhi,4.27
2021 Hyundai i20 Asta Turbo iMT,2021,998 cc,Third Party insurance,Manual,"20,000 Kms",First Owner,Petrol,118.36bhp,5.0,20 kmpl,Hatchback,Bangalore,9.8
2011 Mercedes-Benz E-Class E250 CDI Blue Efficiency,2011,2143 cc,Third Party insurance,Automatic,"1,10,000 Kms",Third Owner,Diesel,203bhp,5.0,14.21 kmpl,Sedan,Pune,7.0
2022 Mahindra Thar LX 4-Str Hard Top AT BSVI,2022,1997 cc,Third Party insurance,Automatic,"10,000 Kms",First Owner,Petrol,150bhp,4.0,,SUV,Chandigarh,19.0
2021 Tata Punch Adventure BSVI,2021,1199 cc,Third Party insurance,Manual,"10,000 Kms",First Owner,Petrol,86.63bhp,5.0,20.09 kmpl,SUV,Chandigarh,6.65
2018 Mahindra TUV 300 T10,Sept 2018,1493 cc,Third Party,Manual,"54,603 Kms",First Owner,Diesel,100bhp,7.0,18.49 kmpl,SUV,Bangalore,8.23
2015 Honda Amaze VX AT i-Vtech,Nov 2015,1198 cc,Third Party insurance,Automatic,"51,657 Kms",First Owner,Petrol,86.7bhp,5.0,15.5 kmpl,Sedan,Mumbai,5.25
2019 Tata Nexon 1.2 Revotron XMA,Jul 2019,1198 cc,Third Party insurance,Automatic,"69,163 Kms",First Owner,Petrol,108.5bhp,5.0,17 kmpl,SUV,Gurgaon,6.83
2018 Renault Duster 85PS Diesel RxZ,Feb 2019,1461 cc,Third Party insurance,Manual,"59,100 Kms",First Owner,Diesel,83.8bhp,5.0,19.87 kmpl,SUV,Chennai,8.9
2021 Honda City 1.5 V MT Exclusive,Dec 2021,1497 cc,Comprehensive,Manual,"18,477 Kms",First Owner,Petrol,"118PS at 6,600 rpm",5.0,17 kmpl,Sedan,Chennai,11.0
2011 Hyundai Santro Xing GL Plus,Jan 2012,1086 cc,Not Available,Manual,"82,415 Kms",First Owner,Petrol,62.1bhp,5.0,17.92 kmpl,Hatchback,Gurgaon,1.65
2014 Audi Q3 2.0 TDI Quattro Premium Plus,Aug 2014,1968 cc,Third Party insurance,Automatic,"1,13,000 Kms",Second Owner,Diesel,174.33bhp,5.0,15.73 kmpl,SUV,Bangalore,14.95
2011 Jaguar XK R V8 Coupe,May 2011,5000 cc,Comprehensive,Automatic,"25,000 Kms",Second Owner,Petrol,502.8bhp,4.0,6.7 kmpl,Jaguar,Mumbai,36.0
2017 Ford Endeavour 3.2 Titanium AT 4X4,Apr 2017,3198 cc,Comprehensive,Automatic,"86,000 Kms",First Owner,Diesel,197bhp,7.0,10.91 kmpl,SUV,Ahmedabad,21.5
2018 Hyundai Xcent 1.2 CRDi SX,Aug 2018,1186 cc,Comprehensive,Manual,"89,000 Kms",Second Owner,Diesel,73.97bhp,5.0,25.4 kmpl,Sedan,Bangalore,5.85
2016 Hyundai Elantra SX AT,Nov 2016,1797 cc,Zero Dep,Automatic,"59,417 Kms",Second Owner,Petrol,147.4bhp,5.0,14.5 kmpl,Sedan,Mumbai,8.5
2018 Honda City i-VTEC VX,Jan 2018,1497 cc,Third Party insurance,Manual,"31,346 Kms",Second Owner,Petrol,117.6bhp,5.0,17.4 kmpl,Sedan,Bangalore,9.95
2018 Renault Lodgy 85PS RxL,Oct 2018,1461 cc,Comprehensive,Manual,"71,000 Kms",Second Owner,Diesel,83.8bhp,8.0,21.04 kmpl,MUV,Bangalore,7.5
2017 Maruti Swift Dzire S CNG,2017,1197 cc,Third Party insurance,Manual,"70,000 Kms",Second Owner,CNG,85.8bhp,5.0,19 kmpl,Sedan,Delhi,3.2
